Time,Script,Translation1,Translation2
8:47,でもこのくらい思い出、くらい過去も,"But if I tell you that dark past and if you would laught at me ""haha yuka sensei silly""","But this much memory, so much past"
8:51,皆さんに言って,"and if you would laught at me ""haha yuka sensei silly""",Tell everyone
8:53,「ゆか先生ばかだなー」って笑ってくれたら,"and if you would laught at me ""haha yuka sensei silly"" it wont be a dark past anymore right?","If you laugh, ""Yuka-sensei is stupid"""
8:56,くらい過去じゃなくなりますよね。,it wont be a dark past anymore right?,It's not so long ago.
8:58,でもずっとみんなに言っていなかった昏い過去,"But ""the dark past that never spoken before""",But the ridiculous past I haven't told everyone
9:03,たぶん、試験で３点とか そういう秘密じゃないと思います,I guess it's not something like to get 3 poing on an exam.,Maybe 3 points in the exam I don't think it's such a secret
9:07,人を傷つけてしまったとか、,"If I tell you the dark past like hurting someone,",I hurt people
9:09,人を苦しめてしまったというような昏い過去もあな,"If I tell you the dark past like hurting someone, like suffring someone, it won't be a dark past anymore but,",There is also a ridiculous past that has hurt people
9:13,あなたに話せばそれも昏い過去に,"like suffring someone, it won't be a dark past anymore but,",If you talk to you
9:16,ならなかったかもしれないけど,"like suffring someone, it won't be a dark past anymore but, if I'm not with you anymore, that dark past",It may not have been
9:19,あなたが一緒にいてくれないんだったら,"if I'm not with you anymore, that dark past",If you wouldn't be with me
9:21,その昏い過去というのも,"if I'm not with you anymore, that dark past will allways be in the dark.",That ridiculous past
9:23,ずーっと昏いままですよ。,will allways be in the dark.,It's been a long time ago.
9:26,悪い過去のままですよという意味です。,"It will be a dark past as it is. So let's continue,",It means that it remains a bad past.
9:41,きっともうこれ以上、これより,"(Roumaji)""kitto mo kore ijou"", there won't be anything that can hurt more than this.","I'm sure no more, no more"
9:44,傷つくことなどありはしないとわかっているですね。,there won't be anything that can hurt more than this.,You know that it won't hurt you.
9:50,大切な人が死んでしまってすごく悲しい,"If someone die that very important for you, you would be so sad 143 00:09:55,000 --> 00:09:57,000 you would get hurt right?",I'm so sad that my loved one died
9:57,だから、これより悲しい苦しいこと,"So, the sentence means, ""there won't be anything that can hurt more than this, anything that can be sad more than this, I get it. """,So it's sadder and more painful than this
10:00,傷つくとこは絶対にないとわかっているという文章です。,"anything that can be sad more than this, I get it. """,It is a sentence that I know that there is absolutely no place to get hurt.
10:06,この「〜などありはしない」というのは,"This ""nado ariwashinai"" means ""Can't be happen"", ""Can't exist""","This ""there is no such thing"""
10:08,あることがないですから、つまり「ない」という意味なんですけど,"This ""nado ariwashinai"" means ""Can't be happen"", ""Can't exist"" If we say as ""ariwashinai"" then","There is no such thing, which means ""no""."
10:14,ありはしないという風に言った場合は,"If we say as ""ariwashinai"" then It adds extra emotion on this sentence.",If you say it doesn't exist
10:17,この「ない」という言い方をもっと強調して言うことができます。,"It adds extra emotion on this sentence. ""It Can't be!!"" ""It definitely won't happen""","I can emphasize this phrase ""not"" more."
10:22,ありはしない、つまり絶対ないと言う意味ですね。,"""It Can't be!!"" ""It definitely won't happen"" We don't use it in daily conversation but","It doesn't exist, that is, it never exists."
10:27,日常会話ではほとんど使わない表現なんですが,We don't use it in daily conversation but We can hear it on animes and mangas right?,It's an expression that I rarely use in everyday conversation
10:31,アニメとか漫画だったらたまに聞くことがありますね。,We can hear it on animes and mangas right?,I sometimes hear about anime and manga.
10:35,おまえごときに負けることなどありはしない！とかね,"""Omaego toki ni makeru koto nado ariwashinai!"" like (I won't lose someone like you!!)",You won't lose! Or something
10:40,負けることなんて絶対にないと言う意味になります。,"It means, something like losing to you definitely won't be happen. From here its ""Sabi""(repeat).",It means that you will never lose.
10:44,では、ここから「サビ」です。,"From here its ""Sabi""(repeat).","Then, it is ""rust"" from here."
10:47,歌のサビというのは曲の中で一番盛り上がるところですね。,The Sabi of the song is the most effective part of the song right? We can hear it 2-3 times in a song.,The chorus of a song is the most exciting part of the song.
10:52,一曲の中に２回３回くらい出てくると思います。,We can hear it 2-3 times in a song. Lets take a look.,I think it will appear twice or three times in one song.
10:57,では、サビをみていきましょう。,Lets take a look.,Let's take a look at the rust.
11:11,あの日の悲しみさえ、あの日の苦しみさえですね。,"(Roumaji)Ano hi no kanashimisae, Ano hi no kurushimisae I love even the bad things,even the sad things happened on that day","Even the sadness of that day, even the suffering of that day."
11:16,あの日の悲しかったことも、あの日の苦しかったこともですね。,"I love even the bad things,even the sad things happened on that day",It was sad that day and painful that day.
11:24,その全て全部を愛してた、大切に思っていました,"I love ""sono subete"" all of them, appreciate them.","I loved all of them, I cherished them"
11:30,このうしろがポイントですね。,There is an important point.,This is the point behind.
11:32,あなたとともにです。,(Roumaji) Anata to tomoni.(with you),With you
11:35,苦しいこととか悲しいことっていやじゃないですか？,"We actually don't like the bad things, the sad things right?",Isn't it painful or sad?
11:39,でもその全てを愛してたと言っています。,But he says I love all of them.,But he says he loved all of them.
11:42,あなたとともに、これはあなたと一緒にですね。,"""Anata to tomoni"" but because i was with you.","With you, this is with you."
11:46,つまり、あなたがいるから悲しいこと苦しいことも,"Because of you were with me, I love","In other words, it ’s sad and painful because you ’re there."
11:50,愛してた、とても大切にしていたんだという文章ですね。,"even the bad things,even the sad things,I appreciate them.",It's a sentence that I loved and cherished very much.
12:02,ついにレモンがでてきましたね。,"Finally ""Lemon"" appeared right?",The lemon has finally come out.
12:05,胸に残り離れないというのは忘れられないという意味です。,"(Roumaji) Muneni nokori hanareranai, (the thing can't leave from my chest)means unforgettable",Being stuck in my chest means I will never forget it.
12:10,忘れられない苦いレモンの匂いですね。,"Unforgettable, ""nigai""(bitter) lemon scent.",It smells like an unforgettable bitter lemon.
12:15,レモンってすっぱいような匂いがすると思うんですが,I believe lemon smells a bit sour but,I think lemon smells sour
12:20,苦いという表現を使っていますね。,"He said ""bitter"" right?",You use the expression bitterness.
12:23,この歌全部が悲しいとか苦しいとか悪い表現が多いですよね。,There are many sad expressions right?,There are many bad expressions such as sad or painful in all of this song.
12:29,だからここも苦いレモンの匂いという表現が使ってあります。,"So thats why he used the ""bitter Lemon scent"" expression. I believe it's the memories about the lover that died.","Therefore, the expression ""smell of bitter lemon"" is used here as well."
12:34,ここは、おそらく亡くなってしまった彼女との思い出ですよね。,I believe it's the memories about the lover that died.,This is probably a memory of her deceased.
12:41,彼女のことが胸に残って離れない、 忘れられないんだと言っています。,"My lover can't leave from my chest, I can't forget her.",I can't leave her in my heart I'm saying I can't forget it.
12:58,雨が降り止むまでは帰れない,(roumaji)Ame ga furiyamu made ha kaeranai. I can't return till the rain stops to drop.,I can't go home until it stops raining
13:02,この雨というのは本当の雨が降っているわけではなくて,"That rain doesn't mean a real rain, It means his own sad feelings.",This rain doesn't mean it's really raining
13:06,自分の悲しい気持ちを表現していますね。,It means his own sad feelings.,You express your sad feelings.
13:10,歌の中で雨という表現が出てくると,"If you see ""rain"" in a song Probably it symbolizes the sad feelings",When the expression rain appears in the song
13:13,悲しい気持ちを表すことが多いです。,"Probably it symbolizes the sad feelings the rain stops to drop, basically I can't return back untill the rain stops to rain.",I often express sad feelings.
13:16,雨が降り止む、つまり雨がやむ 降るのが終わるまでは帰れないと言っています。,"the rain stops to drop, basically I can't return back untill the rain stops to rain.","It stops raining, that is, it stops raining He says he can't go home until the rain is over."
13:24,これは、どこに帰ることができないのかは,I'm not sure about where he can return or he can't but,This is where you can't go home
13:27,はっきり言っていないんですが,"I'm not sure about where he can return or he can't but When I read this I thought that,",I haven't said it clearly
13:29,私がこれを読んだ時に思ったのは,"When I read this I thought that, If someone that important for you dies, you feel so sad right?",What I thought when I read this
13:32,大切な人が亡くなってしまったら本当に悲しいですよね。,"If someone that important for you dies, you feel so sad right? I'm so sad..",It would be really sad if a loved one died.
13:37,すごく悲しい。,I'm so sad..,I'm very sad.
13:38,でも周りの人はいつも通り生活をして,But the people around me live as always,But the people around me live as usual
13:42,学校に行ったり仕事に行ったりしますよね。 日常生活はあります。,"They go to school, do their work. They have a daily life.","You go to school or work, don't you? I have a daily life."
13:47,でも自分だけ日常からは違う場所にいますね。,But the person who is standing another place from them is me.,But I'm in a different place from my daily life.
13:51,とっても悲しい。この悲しみの雨,"""I am so sad"". I can't return my daily life",Very sad. This rain of sadness
13:54,悲しいという気持ちがおさまるまでは,"Untill that sadness rain,",Until the feeling of sadness subsides
13:58,現実の世界、日常生活に帰ることができない,these sad feelings are over. That was what I thought. The writer didn't write it in a clear way,"I can't go back to the real world, everyday life"
14:02,だと思いました。でもはっきり書いていないので,That was what I thought. The writer didn't write it in a clear way,I thought. But it's not written clearly
14:06,作った人がどういう風に感じたかわからないんですが,so I am not sure about what he felt when he write it but when I read it I felt like this.,I don't know how the person who made it felt
14:09,私が読むとそういう風に感じましたね。,when I read it I felt like this.,"When I read it, it felt like that."
14:19,この光は希望のことだと思います。,"I believe this ""hikari""(the light) means hope. Even now you are my hope, you are a very important person for me.",I think this light is hope.
14:22,今でもあなたは私の希望 私のとっても大切な人だという意味ですね。,"Even now you are my hope, you are a very important person for me.",Even now you are my hope It means that I am a very important person.
14:29,はい！みなさんこのレモンという曲どうでしたか？,"Well, How was the the song that named ""Lemon""?",Okay! How was this song called Lemon?
14:32,とっても悲しい曲なんですが,Even if it's so sad song,It's a very sad song
14:35,この日本語がとてもきれいだなと思って,I thought that the Japanese is so beautiful in this song.,I think this Japanese is very beautiful
14:39,みなさんに紹介しようと思いました。,So I thought that I should introduce it to you. It's a very famous song in Japan,I wanted to introduce it to you.
14:41,日本では本当に有名な曲なので,"It's a very famous song in Japan So if you go to karaokee, you should definitely try to sing it.",It ’s a really famous song in Japan
14:44,ぜひカラオケに行った時に歌ってみてください。,"So if you go to karaokee, you should definitely try to sing it.",Please try singing when you go to karaoke.
14:48,みなさん今日の歌の紹介どうでしたか？,"Everyone, How was ""the today's song introduce?""",How was your introduction to today's song?
14:51,もしおもしろかったなら続けようかなと思いますし,"If you enjoyed and you want to get contuniue it or even if you think like it wasn't enjoyful at all, please leave a comment and let us know.","If it's interesting, I think I'll continue"
14:54,おもしろくない！だったらコメントでぜひ教えてください。,"even if you think like it wasn't enjoyful at all, please leave a comment and let us know.","Not interesting! If so, please let us know in the comments."
14:59,では、また次の動画でお会いしましょう！ばいばーい！,"Well, see you on next videos! BYE BYE!",See you in the next video! Goodbye!
