Time,Script,Translation
4:02,シャドーイングしてくださいつまり私と一緒に行ってください 例えば私が初めにおはようと言ったら,"Shadowing, that is, go with me, for example, if I say good morning at the beginning"
4:16,2回目は一緒におはようと言ってください リズム発音イントネーションを聞いてマネしてください,Please say good morning together for the second time. Listen to the rhythm pronunciation intonation and imitate it.
4:29,とにかく脳の中の日本語の部分を起こすつもりでやりましょう [音楽],"Anyway, let's do it with the intention of waking up the Japanese part in the brain [Music]"
4:38,聞き取ってすぐいうのが難しい人には次の方法をお勧めします 一つは youtube で字幕を見ながら練習する方法,"For those who have difficulty hearing it, we recommend the following method. One is to practice while watching subtitles on youtube."
4:54,もう一つは日本語 switch . com のトランスクリプトをダウンロードし て,The other is to download the transcript of Japanese switch .com
5:02,トランスクリプトを見ながらシャドーイング する方法です,How to shadow while looking at the transcript
5:08,慣れたらトランスクリプトや字幕を見ないで聞くだけで繰り返してください 以上やり方はこれだけです,"Once you get used to it, just listen without looking at the transcript or subtitles and repeat. That's all there is to it."
5:20,慣れてきたら1回目からシャドーイングしてあなたの脳と耳と口と舌に100の フレーズを覚えさせましょう,"Once you get used to it, shadow it from the first time and let your brain, ears, mouth and tongue remember 100 phrases."
5:34,そして考えなくても真似できるようになれば完璧です 筋トレと同じですねー,"And if you can imitate without thinking, it's perfect. It's the same as muscle training."
5:44,最初は難しくてもだんだん楽にできるようになりますよ では早速始めましょう,"Even if it's difficult at first, it will become easier, so let's get started."
5:55,準備はいいですか 日本語で生活している気分で練習してみてくださいね,Are you ready? Try practicing as if you were living in Japanese.
6:13,おはよう,Good morning
6:16,おはよう,Good morning
6:19,2起きた おきた,I woke up
6:22,よく眠れた,I slept well
6:25,よく眠れた ,Sleeped well
6:30,よく寝た よく寝た,Sleeped well slept well
6:34,こ 朝までぐっすり眠れたよ,I slept soundly until this morning
6:39,朝までぐっすり眠れたよ,I slept soundly until morning
6:45,全然眠れなかった,I couldn't sleep at all
6:50,全然眠れなかった,I couldn't sleep at all
6:54,夜中に何回も起きちゃった 夜中に何回も起きちゃった,I woke up many times in the middle of the night I woke up many times in the middle of the night
7:02,寝不足だ 寝不足だ,I'm short of sleep I'm short of sleep
7:08,大丈夫,okay
7:11,大丈夫,okay
7:14,ベッドから出たくないなぁ ベッドから出たくないなぁ,I don't want to get out of bed I don't want to get out of bed
7:20,もうちょっと寝ていたい,I want to sleep a little longer
7:25,もうちょっと寝ていたい ,I want to sleep a little longer
7:30,一、二の三で、起きよう 一、二の三で、起きよう,"In one, two, three, let's get up. In one, two, three, let's get up."
7:38,せーの、ー、二の三 ,"One, two, three. "
7:44,せーの、ー、二の三 ,"One, two, three. "
7:51,窓を開けて空気を入れ替え用 窓を開けて空気を入れ替え用,Open the window to replace the air Open the window to replace the air
7:59,うん、 よく晴れてる,is sunny
8:04,よく晴れてる,It's sunny
8:05,何か良い夢を見た気がする,I feel like I had a good dream
8:12,何か良い夢を見た気がする ,I feel like I had a good dream 
8:18,へー、どんな夢,what kind of dream
8:21,へー、 どんな夢,what kind of dream
8:28,よく覚えてない,I don't remember well
8:32,よく覚えてない ,I don't remember well 
8:37,コーヒー 飲む コーヒー 飲む,coffee drink coffee drink
8:41,ありがとう一杯飲みたかったんだ,Thank you I wanted to drink
8:47,ありがとう一杯飲みたかったんだ ,Thank you I wanted to drink 
8:53,美味しいねぇこのコーヒー おいしいねこのコーヒー,Delicious Hey this coffee Delicious cat coffee
9:04,まだあくびが出るよ ,I'm still yawning 
9:09,まだあくびが出るよ ,I'm still yawning
9:14,朝ごはん食べる 朝ごはん食べる,Eat breakfast Eat breakfast
9:22,食欲ない 食欲ない,No appetite no appetite
9:28,昨日飲みすぎたかな,25 Did you drink too much yesterday?
9:33,昨日飲みすぎとかな ,I drank too much yesterday 26
9:38,わあ、 寝癖がひどい,Has a terrible sleeping habit
9:41,わあ、 寝癖がひどい,Has a terrible sleeping habit
9:45,髪の毛が立ってる,Hair is standing
9:50,髪の毛が立ってる ,Hair is standing 
9:55,顔にもシーツの跡がついてるし 顔にもシーツの跡がついてるし,There are also sheet marks on the face and there are sheet marks on the face
10:04,髪をセットしなきゃー,I have to set my hair
10:09,髪をセットしなきゃー ,I have to set my hair 
10:14,先にシャワーを浴びよう 先にシャワーを浴びよう,Let's take a shower first Let's take a shower first
10:24,やっと目が覚めた,I finally woke up
10:27,やっと目が覚めた ,I finally woke up
10:32,お腹すいた お腹すいた,I'm hungry I'm hungry
10:37,何を食べようかな,What to eat
10:42,何を食べようかな 34,What to eat
10:47,冷蔵庫に何か入ってるっけ 冷蔵庫に何か入ってるっけ,Is there something in the fridge? Is there something in the fridge?
10:55,なんにもない,Nothing
11:00,なんにもない ,Nothing
11:04,うそうそ。なんでもあるよ うそうそ。なんでもあるよ,"Oh, yeah. There's everythingOh, yeah. There's everything"
11:11,時間がないからバナナでいいか,"I don't have time, so I'll go with a banana"
11:17,時間がないからバナナでいいか ,"I don't have time, so I'll go with a banana"
11:23,ちゃんと朝ごはんを食べようよ。 ちゃんと朝ごはんを食べようよ。,Let's eat breakfast properly. Let’s eat breakfast properly.
11:30,パンとごはんどっちにしよう,Let's choose bread or rice
11:36,パンとごはんどっちにしよう ,Let's choose bread or rice
11:41,やっぱり朝はみぞ汁でしょ やっぱり朝はみぞ汁でしょ,"After all you know the groove in the morning, after all you know the groove in the morning"
11:50,いただきます,I will
11:54,いただきます,I will 
11:58,天気予報を見ようか 天気予報を見ようか,Let's see the weather forecast or see the weather forecast
12:04,雨は降るのかな,I wonder if it will rain?
12:09,雨は降るのかな ,I wonder if it will rain?
12:14,今日雨は降らないって 今日雨は降らないって,"It won't rain today, it won't rain today"
12:20,じゃあ傘は要らないねぇ,Then you don't need an umbrella
12:25,じゃあ傘は要らないねぇ,Then you don't need an umbrella
12:30,何か大きなニュースはある 何か大きなニュースはある,There is some big news There is some big news
12:38,特別大きなニュースはないみたい,There seems to be no big news
12:44,特別大きなニュースはないみたい,There seems to be no big news 
12:50,今日の予定は 今日の予定は,Today's schedule Today's schedule
12:54,忙しくなりそう,I'm going to be busy
12:58,忙しくなりそう,I'm going to be busy
13:02,いつも通りだよ いつも通りだよ,"As usual, as usual"
13:06,半分まできましたよがんばって ,"I'm half done, do my best "
13:12,10時から一つ会議があるけどねぇ 10時から一つ会議があるけどねぇ,"There is one meeting from 10 o'clock, but there is one meeting from 10 o'clock."
13:22,準備はできているよ,I'm ready
13:26,準備はできているよ 53,I'm ready 
13:30,仕事の後、歯医者に行かなきゃ,I have to go to the dentist after work
13:35,仕事の後、歯医者に行かなきゃ,I have to go to the dentist after work 
13:42,帰りは遅くなるかも 帰りは遅くなるかも,Return may be late Return may be late 
13:48,晩御飯は先に食べてて,Go ahead and eat your dinner
13:54,晩御飯は先に食べてて,Go ahead and eat your dinner
14:00,おっともうこんな時間 おっともうこんな時間,"Oh, my God, it's almost time Oh, my God, it's almost time"
14:07,ゆっくりコーヒーも飲んでいられない,I can't even take my time drinking coffee
14:13,ゆっくりコーヒーも飲んでいられない ,I can't even take my time drinking coffee
14:18,ごちそうさま ごちそうさま,Feast Feast
14:22,カップを洗っておくよ,I'll wash the cup
14:27,カップを洗っておくよ,I'll wash the cup 
14:31,急がなきゃ 急がなきゃ,I have to hurry I have to hurry
14:35,今日は何を着ようかな,What should I wear today
14:40,今日は何を着ようかな ,What should I wear today
14:45,寒くなりそうだね 寒くなりそうだね,"It's going to be cold, It's going to be cold"
14:51,一応ジャケットを持っていこう,Take a jacket for the time being
14:57,一応ジャケットを持っていこう ,Take a jacket for the time being 
15:02,この服に合うね この服に合うね,It suits this outfit-it suits this outfit-
15:08,いい感じ,Good feeling
15:13,いい感じ ,Good feeling
15:18,さてといきますか さてといきますか,"well, let’s go? well, let’s go? "
15:29, あれ、カギはどこだ ,Where is the key
15:32, あれ、カギはどこだ ,Where is the key 
15:37,あった見つけた あった見つけた,I found it I found it
15:42,ケータイ持った,bring your cellphone
15:46,ケータイ持った ,bring your cellphone
15:50,ちゃんとカバンに入れたよ ちゃんとカバンに入れたよ,Put it in the bag properly Put it in the bag properly
16:04,あ、充電するのを忘れちゃった あ、充電するのを忘れちゃった,"Oh, I forgot to charge it Oh, I forgot to charge it"
16:12,会社ですれば,do it at work
16:16,会社ですれば ,do it at work
16:21,今日はゴミ出しの日だ 今日はゴミ出しの日だ,Today is the day to put out the trash Today is the day to put out the trash
16:27,会社に行くついでに出しておくよ,74 I'll put it out when I go to the office
16:33,会社に行くついでに出しておくよ ,I'll put it out when I go to the office 
16:39,え ゴミ出しは明日だよ,"Eh, the garbage will be taken out tomorrow"
16:43,え ゴミ出しは明日だよ,"Eh, the garbage will be taken out tomorrow"
16:47,まだ寝ぼけてる,I'm still asleep
16:51,まだ寝ぼけてる ,I'm still asleep
16:56,じゃあ、戸締りお願い じゃあ、戸締りお願い,Then please lock the door Then please lock the door
17:01,昼休みに電話するね,I'll call you during lunch break
17:06,昼休みに電話するねー,I'll call you during lunch break 
17:12,行ってきます 行ってきます,I'm off　I'm off
17:16,いってらっしゃい,have a good day
17:19,いってらっしゃい 81,have a good day
17:23,気をつけてね 気をつけてねー,Be careful Be careful-
17:27,時間がない。駅まで走ろう,We don't have much time. Let's run to the station.　
17:31,時間がない。駅まで走ろう,We don't have much time. Let's run to the station.
17:42,しまった、電車に乗り遅れた ,"Darn it!, I missed the train. "
17:46,しまった、電車に乗り遅れた ,"Darn it!, I missed the train. "
17:51,次の電車はいつ来るかな。 次の電車はいつ来るかな。,When will the next train come? When will the next train come?
17:58,あっ、もう来た,already came
18:02,あっ、もう来た,already came
18:06,やったー、今日はツイてる やったー、今日はツイてる,"Yay, it's my lucky day! Yay, it's my lucky day!"
18:13,空いてるし座るう,It's empty. I'll sit.
18:18,空いてるし座るう,It's empty. I'll sit.
18:23,音楽を聞こうか、新聞を読もうか。音楽を聞こうか、新聞を読もうか,Shall I listen to music or read the newspaper? Shall I listen to music or read the newspaper?
18:32,降りる駅まで漢字を勉強しよう,Let's study kanji until the station where you get off
18:38,降りる駅まで漢字を勉強しよう,Let's study kanji until the station where you get off.
18:46,今日は、一駅前で降りて歩いてみよう,"Today, I'll get off at one station and walk around."
18:54,今日は、一駅前で降りて 歩いてみよう,"Today, I'll get off at one station and walk around."
19:00,朝はみんな早足だね,Everyone walks fast in the morning.
19:05,朝はみんな早足だね,Everyone walks fast in the morning.
19:10,ちょっとコンビニ寄ろうっと ちょっとコンビニ寄ろうっと,I'm going to stop by a convenience store. I'm going to stop by a convenience store.
19:17,まだ時間あるでしょう,There will still be time
19:21,まだ時間あるでしょう ,There will still be time 
19:26,これも、あれも美味しそう これも、あれも美味しそう,This one and that one look delicious! This one and that one look delicious!
19:35,レジが混んでるな。,The cash register's crowded.
19:40,レジが混んでるな。,The cash register's crowded.
19:45,会社に着いたら一息つこう 会社に着いたら一息つこう,Let's take a breather when we get to the office.　Let's take a breather when we get to the office.
19:52,エレベーター早く来い,"Elevator, come quickly."
19:57,エレベーター早く来い ,"Elevator, come quickly."
20:01,ギリギリ間に合った、セーフ。 ギリギリ間に合った、 セーフ,Just in time. Safe.　Just in time. Safe.
20:09,よーし、今日も1日がんばるぞ,"Alright, I'll do my best today as well."
20:14,よーし、今日も1日がんばるぞ ,"Alright, I'll do my best today as well."
20:20,今日も1日宜しくお願いします 今日も1日宜しくお願いします,I look forward to working with you today as well. I look forward to working with you today as well. 
20:30,はいお疲れ様でした。いかがでしたか。 100個のフレーズ、真似して言えましたか,"Yes, thank you for your hard work. Could you imitate 100 phrases?"
20:38,これはね、「日本語の勉強のやる気が出ないなあ」とか,This isn't motivating to study Japanese
20:45,なんだか今日は日本語がうまく出てこないなーという時にいつでも何回でも練習をして 頭のなかの日本語のスイッチを入れていただけると嬉しいです,"If you can't speak Japanese well today, I'd be happy if you could practice as many times as you like and switch on the Japanese in your head."
21:03,さて日本語スイッチでは単語リストを 週末にお届けしています,"By the way, Japanese Switch delivers a word list on weekends."
21:10,先に単語を見ておきたいなという人はぜひ日本語 switch . com のメールリストに登録してくださいね,"If you want to see the words first, please subscribe to the mail list of Japanese switch .com."
21:23,今日聞き取れなかった部分はトランスクリプトを見てください 日本語 switch . com で無料でダウンロードできます,"If you didn't hear it today, see the transcript. You can download it for free at Japanese switch .com."
21:36,youtube でも完璧な日本語の字幕付きで見ることができますぜひご利用 ください,You can also watch it on youtube with perfect Japanese subtitles. Please use it.
21:46,それでは最後まで聴いてくださって そして一緒に練習してくださってありがとうございました,Thank you for listening to the end and practicing with us.
21:56,日本語スイッチはこれからも中級レベルのあなたのお役に立つ podcast をお届けしていきます,Japanese Switch will continue to deliver useful podcasts for you at the intermediate level.
22:07,宜しくお願いします それでは,I look forward to working with you.
22:11,あなたにも私にも 素敵な秋が待っていますように,May you and I have a wonderful autumn
22:18,じゃあまた来週の火曜日に 良い1日を,I'll see you next Tuesday. Have a good day.
