Time,Script,Translation
21s,すごい弾丸な感じなんですけれども,It feels like a great bullet
25s,勢いが大事なんですよ、たぶん。,"Momentum is important, maybe."
28s,それにしてもだよ、まったく、実感がわかない,"Anyway, I don't really feel it at all"
33s,何回も言うとうざいと思うからもうこれぐ らいにしとくね,I think it's annoying to say it many times
35s,はたしてこんなんでね、いいのだろうかと思うんですけど,I wonder if it's really like this.
40s,そんな感じで、質問コーナーやってきたいと思います,"With that feeling, I would like to come to the question corner"
43s,それではレッツらゴー♪,Let's go ♪
1:03,視聴者さんに名前付けるって 言うのが どうにも恥ずかしくて　今まで つけて 来 なかったんですけど,"I was so embarrassed to name the viewers, so I haven't been able to name them until now."
1:10,最近 本当 に 視聴 者さんから 名前つけてください とか いただく こと が 多く なってきて,"Recently, it has become more and more common for viewers to really name it."
1:16,そんなことも ありまして 決めました,I decided because of that.
1:20,どうですか うちちょうどね ペンちゃんも いるので いいかなと 思いまして,I'm just wondering if it's okay because there is also Pen-chan
1:25,恥ずかしい,Embarrassing
1:39,おすすめのスポット ありますか ごめんなさいもう一回よみます,Do you have any recommended spots? I'm sorry I'll read it again.
1:48,おすすめのスポット～,Recommended spots ~
1:52,秋葉原の スーパーポテト こんな ゲーム が好きな方は,Akihabara Super Potato If you like this kind of game
1:56,ぜひ,By all means
2:00,ええ,Yeah
2:02,家でゴロゴロしながら 携帯をいじり ゲームをしているとき,When playing games while messing around at home
2:10,やばいよね　悪魔の数字666とピースの角度は30度,The angle between the devil's number 666 and the piece is 30 degrees.
2:15,この2つを 因数分解 していく,Factor these two
2:21,ずっと MOTHERが好きなんですけど　でも最近はフォートナイトも好きです,"I've always liked MOTHER, but lately I also like Fortnite"
2:26,これ は もう,This is already
2:31,めちゃくちゃ オススメしたいのが 新潟市内のバスセンター の おにぎり,I really recommend the rice balls at the bus center in Niigata city.
2:35,これを持って海に行くのが 超楽しいので まじお勧めしておきます,"It's super fun to go to the sea with this, so I really recommend it"
2:40,あとは 三日月の イタリアン,The rest is Italian crescent moon
2:42,で　あとはね～,After that ~
2:44,田舎家っていう 料理屋さんがあるんですけど そこがね すごい おいしいです,"There is a restaurant called a country house, which is really delicious."
2:49,よく家族で行ってました,I used to go with my family
2:53,なんでこんなこと言うん どうしたん 絶対 酔っ払ってるでしょ これ,"Why do you say this? You're definitely drunk, right?"
2:57,真相を電話で聞いてみようと思います,I'll ask you the truth over the phone
3:01,もしもし,Hello
3:04,あのさ～　質問コーナー,That's a question corner
3:10,どうしたの急に,What happened suddenly
3:12,なんで私と仲良いんだろう,Why are you on good terms with me
3:15,なんでだろうなぁって思って　みんな不思議に思ってると思うけど,I'm wondering why everyone is wondering
3:21,それはあれかもしれない,It may be that
3:22,自分には知らない世界を 見せてくれる 存在,Existence that shows the world that I do not know
3:28,適当にピース開いて 何度だった？,How many times did you open the piece properly?
3:33,結構いいんじゃないか,Isn't it pretty good?
3:39,40度でした,It was 40 degrees
3:52,付き合ってません,Not dating
3:59,ありがとうございます本当に 視聴者さんに恵まれてますね 私は,"Thank you, I'm really blessed with the viewers"
4:02,圧倒的にこれですね AYURAっていう ブランドの fサインディフェンス リペアランススポッツアクネっていう,This is overwhelmingly called f sign defense repair spots acne of a brand called AYURA
4:09,中身はですね　結構 コンシーラーみたいな感じなんですよね 手に出してみると こんな感じでのばしてみると,"The contents are quite like a concealer, right? When you pick it up, it looks like this."
4:17,けっこう硬めの テクスチャーになっていて しっかりニキビとかを 隠しつつ,It has a fairly hard texture and firmly hides acne and the like.
4:22,ケアができるような そんな商品なので 素肌荒れしている部分に,"Because it is such a product that can be cared for, it can be used for areas with rough skin."
4:26,これをのせて,Put this on
4:27,その上から 下地 ファンデーションって いう形で 塗ってます,"On top of that, I apply it in the form of a foundation foundation."
4:34,ゲーム実況ね～　やりたいんですよ,The game is live ~ I want to do it
4:38,めちゃくちゃやりたいんですけど 何て言うんだろう いつもの動画もやりつつ,"I want to do it insanely, but what do you say while doing the usual videos"
4:43,ゲーム 実況の動画を 出したいなと思うんですけど 時間が,"I'd like to make a video of the game live, but the time"
4:49,百万人とかいって もう少しこう 規模が 大きくなってね ほかに,"One million people is a little bigger, isn't it?"
4:54,動画を 手伝ってくれるような人とかが できたら ゲーム実況とかやりたいなって　思います,"If there is someone who can help with the video, I would like to play the game live."
5:00,ホラーはやらないよ,I don't do horror
5:01,絶対にやらない,Never do
5:07,いや、ほんとにね 大変だよ受験生は この時期,"No, it ’s really hard."
5:11,いやでも夏が終わって いやがおうでも 焦ると思うんですよ,"No, I think summer is over and I'm impatient even if I don't like it."
5:16,結構ね 夏で すごい頑張って じゃあ模試受けるぞ と思って 模試受けて,"It's pretty good in the summer, so I'll do my best, then I'll take a mock test"
5:21,なかなか思った通りの結果に ならなかったりすることもあると 思うんですけど,I think that sometimes the result is not what you expected.
5:25,落ち込まないでほしいです 落ち込んで 今 ここでギアを 落とす方が,I don't want you to be depressed
5:29,もったいない って,It's a waste
5:31,鋼の心で こっから先 いた方がいいと思います,I think it's better to go ahead with a steel heart
5:34,もちろん 模試の復習とかしてほしいんですけど,Of course I would like you to review the mock exam.
5:36,ああもう自分は受からないんだとか,"Oh, I can't accept it anymore"
5:38,もう諦めなきゃならないんだって 思うのは,I think I have to give up
5:40,まだ早いから,Because it's still early
5:42,走り切りましょう 励みましょう,Let's run out Let's encourage
5:59,何でもするって,Do anything
6:07,会ったこと 一回もないんですよ 見たことなくて,"I've never met you, I've never seen it"
6:11,めっちゃ 面白いじゃないですか 動画けっこう見てたりするんですよ,Isn't it really interesting? I watch a lot of videos.
6:15,いつも素な感じで,Always feel like
6:17,こんな陰キャでも　接してくれそうだ なって思ったので あって みたいなって 思います,"I thought that even such a shadowy person would come in contact with me, so I would like to have it."
6:28,なんにも思いついてないんですよ,I haven't come up with anything
6:29,とりあえずね大きいことをすごいしたいなと思って,"For the time being, I want to do something big"
6:32,ていうのは,Is
6:33,こないだ　水溜りボンドさんの動画を 見て,Watch Mizutamari Bond's video
6:37,そしたらね 宇宙にね ものを 飛ばしてたんですよ,Then I was flying things into space.
6:39,感動して,With emotion
6:40,Youtuberすごいと思って,Youtuber I think it's amazing
6:43,そこまでの規模は できない けど 大きなことをねしてみたいなと思います,"I can't do that, but I'd like to do something big."
6:52,どやぁ,Doya
6:55,いうて陰キャなんだけどね,"I mean, it's a yin yang"
6:57,はい ということ 質問コーナー いかがでしたでしょうか,"Yes, how was the question corner?"
6:59,なかなかアバウトな感じの質問コーナーだった 気がするんだけど,I think it was a very about question corner.
7:03,久々の質問コーナーだったので楽しかったです,"It was a question corner after a long time, so it was fun"
7:06,それでは今日の動画はこれで終わりになります,That ’s it for today ’s video.
7:07,最後までご視聴ありがとうございました,Thank you for watching until the end
7:09,ぜひ高評価 宜しくお願いします それでは バイバーイ,Thank you for your high evaluation.
