Time,Script,Translation
3:04,頑張って充実させて欲しいなあと思ってます,I want you to do your best and enrich it
3:10,はい、新しいことを始めなくても,"Yes, even if you don't start something new"
3:15,普段の生活を楽しくさせるコツもあると思います,I think there are some tips to make your daily life more enjoyable.
3:22,例えば私だとよく本を読みます,"For example, I often read books"
3:26,あと、行ったことのないカフェとか入ったことのない住宅街にいって。。。,"Also, go to a cafe you've never been to or a residential area you've never been to. .. .."
3:34,ちょっと怪しい人なんですけど　笑,"I'm a little suspicious, but lol"
3:36,散歩したりします,I take a walk
3:38,写真とかは撮らないですよ,I don't take pictures
3:41,あとは私は料理が好きなんで,"Also, I like cooking"
3:45,今まで作ったことのない料理を作ったりしてます,I make dishes that I have never cooked before
3:50,例えば,For example
3:52,ベトナムのオムレツめちゃくちゃ好きなんですよ,I really like Vietnamese omelettes
3:55,カナダで見つけて,Found in canada
3:58,なんだっけな名前、名前ちょっとすいません忘れちゃったんですけど。,I'm sorry I forgot the name.
4:01,エビとかもやしとかが入ってるオムレツがすごく好きで、,"I really like omelets with shrimp and bean sprouts,"
4:07,それを作りました,Made it
4:10,あとアップルパイとか,And apple pie
4:13,まあ買おうと思えば,Well if you want to buy
4:16,すぐに買えるものなんですけど,I can buy it right away
4:19,やっぱり自分で作ると面白いので,After all it is interesting to make it yourself
4:22,そういう遊びをしてます,I play like that
4:26,多分外に出る機会が少なくなったと思うので,I think I have less chance to go out
4:33,そういう、なんですかね。,What is that?
4:35,クリエイティブなこと,Be creative
4:36,創作的な活動,Creative activity
4:38,っていうのが増えたかなと思います,I think that has increased
4:42,皆さんは好きですか？,Do you like
4:44,なんかパンを作ったり,I made some bread
4:46,わからない。,do not know.
4:47,レゴを組み立てたり,Assembling lego
4:48,何か自分で考えて自分で作るとか,Think about something yourself and make it yourself
4:54,自分で練習するとか、そういうのって楽しいですよね。,It's fun to practice by yourself.
5:00,消費するだけじゃなくて,Not just to consume
5:02,自分で作るっていうのは、かなり時間もかかるし,Making it yourself takes a lot of time
5:07,面倒くさいといえば面倒くさいんですけど,"Speaking of troublesome, it is troublesome"
5:11,その作る過程が,The process of making it
5:13,とても楽しいと思っています,I think it's a lot of fun
5:16,私のこのyoutubeもそうなんですけど,This is the same with my youtube
5:20,まぁyoutubeを見るのって,Well watching youtube
5:22,結構簡単じゃないですか,Isn't it pretty easy?
5:25,見ればいいだけなので,I just have to look
5:28,でも作るってなると、見てる人のことを考えたり,"But when it comes to making, I think about the people who are watching"
5:33,自分の考えをまとめたりしなきゃいけないので,I have to put together my thoughts
5:39,結構大変だと思うんですね,I think it's quite difficult
5:41,なのでそういう創作活動するのが,So that kind of creative activity is
5:47,私は好きです,I like it
5:50,でもその今youtubeをやってて,But now I'm doing youtube
5:53,ちょっと悩んでいると言うか,I'm a little worried
5:57,（自分が）嫌なのがが完璧主義っていうことなんですね,What I don't like is perfectionism.
6:01,別に自分は完璧じゃないってわかってるんですけど,I know I'm not perfect
6:06,どうしても,By all means
6:07,その動画のクオリティとかをあげたいなと思ってたくさん動画を撮ったけど,I took a lot of videos because I wanted to improve the quality of the videos
6:14,使ってないものもたくさんあります,There are many things I haven't used
6:17,それはきっと自分に対してのハードルが高いんだと思います,I think it's a high hurdle for me
6:23,実は、去年の7月頃は毎日podcastをアップロードしていました,"Actually, I uploaded podcasts every day around July last year."
6:33,その時は質・クオリティというよりも,"At that time, rather than quality"
6:37,量を重視していました,Focused on quantity
6:41,今はどちらかと言うと質を重視しているので,"Right now, I'm more focused on quality"
6:47,週に一回、二週間に1回のアップロードになっています,"Uploaded once a week, once every two weeks"
6:53,だから動画を撮るときも結構緊張するんですよね,That's why I'm quite nervous when shooting videos.
6:58,その7月に撮った時は「ま、とりあえずとる」っていう感じで,"When I took it in July, I felt like ""Well, I'll take it for the time being."""
7:02,正直あまり緊張しなかったんですよ,"To be honest, I wasn't too nervous"
7:05,緊張はするんですけど,I'm nervous
7:07,今と比べて緊張しなかったんですね,I wasn't nervous compared to now
7:12,だからなんだろう,That's why
7:14,もっと自分がリラックスして,I feel more relaxed
7:17,撮影できる方がいいと思うんですね,I think it's better to be able to shoot
7:21,わからない。皆さん役に立つのがどちらなのかわからないんですけど,do not know. I don't know which one is useful for everyone
7:27,今考えてるのは話しながら,I'm thinking now while talking
7:31,私、結構部屋の中で話すのは好きじゃないんですよ。一人で話すのとか,I don't really like talking in the room. Like talking alone
7:37,だから外で歩きながらカメラに向かって,"So while walking outside, towards the camera"
7:43,こんなことを話すのがいいのかなとか思ったりします,I wonder if it's good to talk about this
7:49,この話はyoutubeだけじゃなくて,This story is not just on youtube
7:53,他の言語の学習にも言えることです,The same is true for learning other languages
7:57,皆さんは日本語を勉強していると思うんですけど,I think everyone is studying Japanese
8:02,たくさんとりあえず,For the time being
8:04,文法を気にせず話すことと,Speaking without worrying about grammar
8:10,文法とか漢字を勉強して、ちゃんとした,Study grammar and kanji and get it right
8:15,きちんとした日本語で話すこと,Speaking in proper Japanese
8:18,それのバランスをとるのがすごく難しいですよね,"It ’s very difficult to balance that, is n’t it?"
8:22,それと似ていると思いました,I thought it was similar
8:27,会話だけ上達したいのであれば,If you just want to improve your conversation
8:30,とにかく話すことが大事（コミニュケーションを学ぶ上で大切）,It's important to talk anyway (important for learning communication)
8:33,とにかくたくさんネイティブの音を聞くことが大事(immersion)だと思うんですけど,"Anyway, I think it's important to listen to a lot of native sounds."
8:38,やっぱり試験を受けたり,After all I take an exam
8:40,日本で働いたり、勉強したりするとなれば文法だとか,"When it comes to working or studying in Japan, it's grammar"
8:47,漢字とかが読めないと厳しいと思います。,I think it's tough if you can't read kanji.
8:52,なので自分の目標,So my goal
8:55,どこを目指しているのか,Where are you aiming
8:57,っていうのをはっきりさせて,Clarify that
9:01,まぁできれば,Well if possible
9:02,バランスよく勉強出来たら,If you can study in a well-balanced manner
9:05,いいんじゃないかなって思います,I think it's okay
9:08,はい、で、結構文法とかこうやって聞くことはかなり上手な人でも,"Yes, and even people who are quite good at listening to grammar"
9:15,「話すのがすごい苦手」っていう方は,"For those who say ""I'm not very good at speaking"""
9:18,結構いるんですね,There are quite a few
9:21,そういうの（そういう問題）は/ そういう人は,That kind of thing (that kind of problem) / that kind of person
9:21,たくさん（話す）練習をしたほうがいいと思います　,I think you should practice a lot (speaking)
9:25,ネイティブ人と友達になれるんだったら,If you can make friends with native people
9:29,友達になったり,Become friends
9:32,オンラインで先生を見つけて,Find a teacher online
9:34,話すのも良い手段だと思います。（自分に合う人を見つけるまで時間がかかるけど、いつか出会うから諦めないで！！気が合う人とだと話しやすいですよ！）,"I think talking is also a good way to do it. (It takes time to find someone who suits you, but don't give up because you'll meet someday !! It's easy to talk to someone you like!)"
9:38,はい、ちょっと長くなったんですけど,"Yes, it's a little longer"
9:41,今日は散歩と私の話に付き合ってくれてありがとうございました,Thank you for taking a walk and hanging out with me today
9:47,皆さんの春がいい春になりますように,May your spring be a good one
9:53,はい、じゃあ、ありがとうございました。バイバーイ,"Yes, then thank you. Bye bye"
