Time,Script,Translation1,Translation2
4:16,も一回、もう一回。,"Try it again, follow me","Once again, once again."
4:29,１０〜！ はい、どうぞ。 おいしい？....,"１０~ ! ""nom om om....""",10-! here you are. Delicious? ....
4:33,180度の油で黄金色になるまで揚げる,Deep fry at 180 degrees oil until golden brown,Fry in 180 degree oil until golden
4:38,そう、全部食べれた！ タッチしよ？,Oh it's empty! Good job!,"Yes, I ate everything! Touch it?"
4:41,よかったね。,Give me five,good for you.
4:43,最後よ？,This is the last,Is it the last?
4:48,うわぁ！ ちょっと出しすぎた,Uwaaah! Too much,Wow! A little too much 
4:50,（メッセージの音）,♪plink (A message arrives),(Message sound)
4:52,うわぁ。パパ、急いで、超特急で帰るって。,"Oh Moto, he's in a hurry on his way home","Wow. Daddy, hurry up and go home on the bullet train."
5:05,気を付けてね～。,Be careful!,Please be careful ~.
5:07,「いま、ロブさんからの写真送るから」,"Hey, check the picture from Rob-san I sent you",I'm sending a photo from Rob now.
5:11,ロブさん？ 行きたいね、サンフランシスコ。,"Rob-san? We'd love to go to San Francisco again, wouldn't we?","Rob? I want to go, San Francisco."
5:14,スーちゃんが大きくなってるから、びっくりするんじゃない？,"They must be surprised, because Sutan is bigger than last time!","You're surprised because Sue is getting bigger, isn't she?"
5:16,「それも含めて、見てみて？」,"Yeah, right. Anyway, take a look the picture","Look at it, including that?"
5:29,スーちゃんと、パパと、ママ、見てくれたはるわ。,Oh nice! They're watching us on TV,"Sue-chan, dad, and mom, Haru who saw me."
5:31,ロブさん、行ったでしょ？覚えてる？,Do you remember Rob-san's wonderful house? We went there when you were 6month-old,"Rob, did you go? remember?"
5:38,スーちゃん、 ロブさんがアメリカで見てくれてるって？ うれしいね～。,We're very happy they're watching our video in the U.S.,"Sue-chan, Rob-san is watching you in America? I'm happy."
5:42,ロブさん、見てる？ バイバイ～,Say hi to Rob-san's family!,"Rob, are you watching? Bye bye ~"
5:46,はずかし、はずかし？,Why are you shy?,"I'm afraid, I'm afraid?"
5:56,大根を15分ぐらい、下茹でしました。 洗います！,I cooked radishes for about 25 minutes then rinse them (You can eat this rice I added to remove radish bitterness as a porridge. It will detoxify your body),I boiled the radish for about 15 minutes. wash!
6:03,1.5リットルぐらいかな？ 火にかけます。,"1.5L of water in the pot, and boil it",Is it about 1.5 liters? Put it on the fire.
6:16,沸騰してきたら、おだしのでるものから。,"When the soup boiled,","When it comes to a boil, start with the soup stock."
6:17,今日やったら、鶏肉。,Put them in the pot in order of the ingredients that make a good broth like chicken,"If you do it today, chicken."
6:21,普段は豚肉や牛すじとかでもやります。,"I usually use pork or beef tendon as well,",I usually do pork and beef tendon.
6:24,牛すじはないかな？ 牛テールでもいいし、,"I think it's hard to get beef tendon in oversea, so I guess oxtail is very good for Oden soup",Is there a beef tendon? Beef tail is fine
6:27,お肉あかん人はもちろん入れなくていいけど。,"Of cause if you are a vegetarian, you don't need to use any meat.","Of course, you don't have to put in meat candy."
6:29,おだしの出るお肉だと、各段に美味しくなります。,"We sometimes add octopus or even fried fish cake like the shrimp dumplings we just made. So anyway, you can add anything you want",Meat with soup stock will be more delicious.
6:35,じゃがいも,Potatoes in,Potatoes
6:39,お大根,Cooked Daikon radishes in,Radish
6:43,こんにゃく,Konjac,Konjac
6:46,もちきんちゃくが溶けちゃうと、 おつゆが濁っちゃうので、最後にいれます。,"If the Mochikinchaku melts, the soup will become cloudy, so add it when the soup is almost finished","When the mochi-kinchaku melts, the soup becomes cloudy, so add it last."
6:52,あげたんは、おだしが出るから、入れようかな,Add the shrimp dumplings makes the soup tasty,"I'll give you a soup stock, so maybe I'll put it in"
7:01,おかえり～！,Welcome home!,Welcome back!
7:20,大きい声だしたら、シーッ。 自分でいわはんの。,She's been shouting and saying shush for a while now,"If it's a loud voice, shhh. I don't like it myself."
7:37,うーん！美味しい,Mmm Oishi! Very tasty,Hmm! delicious
7:46,大丈夫ですか？いいですか？,"Does it taste okay, chef?",Are you okay? Is that okay?
7:51,お肉に火が通って、 大根とじゃがいもに火が通ったら、出来上がりです,"When these meats and vegetables completely cooked, it's done","When the meat is cooked and the radishes and potatoes are cooked, it's done."
7:56,ロブさんが見てくれたはるとはね。 うれしいね。,I was really happy to know that Rob-san watches our channel,I don't think Rob saw it. I'm happy.
7:59,餅巾着をいれます。,Oh I forgot to add Mochikinchaku in,Put a mochi purse.
8:06,いいかんじちゃう？,Looks perfect,Is it okay?
8:19,いただきます！,ITADAKIMASU,I will!
8:22,えらいね～,Good girl,Great ~
8:24,はい、どうぞ。,Here you are,here you are.
8:28,う～ん。じゃがいも、めっちゃおいしいよ！,Mmm! Potato is good!,Hmmm. The potatoes are really delicious!
8:32,スーちゃん、絶対、これ好き！,"Sutan, you must be like it!","Sue-chan, I absolutely love this!"
8:35,スーちゃん、食べ？,You should try it,"Sue, do you eat?"
8:38,うわー！これ..,Wow! This..,Wow! this..
8:39,エビのたべてみて？,Eat this shrimp dumplings!,Try eating shrimp?
8:42,これ、めっちゃおいしいわ。,This is amazing!,This is really delicious.
8:43,う～ん。とろけるでしょう 「うーん、超美味しい！」,"Right? It's like melted! ""Mmmm Super delicious!""","Hmmm. It will melt ""Hmm, super delicious!"""
8:48,「うーん、うーん！」,Mmmmmmm!,Yes Yes!
8:58,おでんはどうでしたか？,How was Oden?,How was your oden?
8:59,日本でも地域や家族によって食材が異なり、,"Even in Japan, the ingredients differ depending on the region and family,","Even in Japan, the ingredients differ depending on the region and family,"
9:04,だからあなたは鍋に何でも入れることができます,So you can put anything in the pot,So you can put anything in the pot
9:06,あなた自身のおでんを作ってみてください,So try making your own Oden,Try making your own oden
9:10,見てくれてありがとう！,Thank you for watching!,Thanks for watching!
9:11,よければ、私のチャンネルに登録してください！,Please subscribe to my channel!,"If you like, subscribe to my channel!"
9:13,ご要望がございましたら、コメント欄でお知らせください,"If you have any requests, please let me know in the comments","If you have any requests, please let us know in the comments"
9:16,では、また来週！さようなら！,See you next week! Bye!,See you next week! goodbye!
