Words,Reading,Meaning
書く,かく,"to write, to compose, to draw, to paint"
読む,よむ,"to read, to count"
食べる,たべる,to eat
話す,はなす,"to talk, to speak, to converse, to chat, to tell, to explain, to narrate, to mention, to describe, to discuss"
上げる,あげる,"to raise, to elevate, to do up, to fly a kite, to launch, to surface, to land (a boat), to deep-fry, to show someone, to increase, to complete do"
住む,すむ,"to live, to reside, to inhabit, to dwell, to abide"
歩く,あるく,to walk
働く,はたらく,"to work, to labor, labour, to function, to operate, to be effective, to come into a play"
飲む,のむ,"to drink, to gulp, to swallow, to take (medicine)"
終わる,おわる,"to finish, to end, to close"
死ぬ,しぬ,"to die, to pass away, to lose spirit, to lose vigor"
出す,だす,"to take out, to get out, to put out, to reveal, to show, to submit, to turn in, to publish, to make public, to send, to serve (food), to start (fire), to begin to, to suddenly do"
入れる,いれる,"to put in, to let in, to take in, to bring on, to install (software), to set, to ink, to include, to cast, to make (tea, coffee)"
教える,おしえる,"to teach, to instruct, to tell, to inform, to preach"
乗る,のる,"to get on, to get in, to board, to take to embark"
着る,きる,to wear
走る,はしる,"to run, to travel, to hurry to"
忘れる,わすれる,"to forget, to leave carelessly"
見える,みえる,"to be seen, to be insight, to look, to seem, to appear"
立つ,たつ,"to stand, to rise, to stand up, to find oneself (in a difficult position), to depart (on a plain, train, etc.)"
座る,すわる,"to sit, to squat, to assume (a position), to hold steady, to hold still"
待つ,まつ,to wait
出かける,でかける,"to go out, to leave, to depart, to set out"
帰る,かえる,"to return, to come home, to go home, to go back"
寝る,ねる,"to lie down, to go to bed, to sleep"
始まる,はじまる,"to begin, to start, to commence, to happen"
見せる,みせる,"to show, to display"
笑う,わらう,"to laugh, to smile, to sneer to redicule"
入る,はいる,"to enrol, to go into, to break into, to join, to enrol, to contain, to hold, to accommodate, to have"
飛ぶ,とぶ,"to fly, to soar, to jump, to leap, to spring, to bund, to hop, to rush somewhere"
失う,うしなう,"to lose, to miss (chance), to concede"
呼ぶ,よぶ,"to call out, to call, to summon, to invoke, to invite, to designate"
売る,うる,to sell
残る,のこる,"to remain, to left"
歌う,うたう,to sing
通る,とおる,"to go by, to go past, to go along, to pass through, to take a route, to go via, to go by eat of, to run between to be ushered in, to penetrate"
頼む,たのむ,"to request, to beg, to ask, to call, to order, to reserve, to entrust to, to rely on"
降りる,おりる,"to descend, to go down, to alight, to get off, to disembark, to step down, to be issued, to be given"
渡る,わたる,"to cross over, to go across, to extend, to cove, to range, to span"
困る,こまる,"to be troubled, to have difficulty, to be at a loss, to be bothered, to be annoyed"
急ぐ,いそぐ,"to hurry, to rush, to hasten"
泳ぐ,およぐ,to swim
着く,つく,"to arrive, to reach, to sit on, to sit at"
覚える,おぼえる,"to memorize, to learn, to bear in mind, to pick up, to acquire"
切る,きる,"to cut, to cu through, to perform, to sever, to turn off, to terminate, to set a limit"
止まる,とまる,"to stop moving, to come to a stop, to alight, to perch on"
借りる,かりる,"to borrow, to rent, to hire"
喜ぶ,よろこぶ,"to be delighted, to be glad, to be pleased, to congratulate, to gratefully accept"
泣く,なく,"to cry, to weep, to sob, to howl"
増える,ふえる,"to increase, to multiply"
動く,うごく,"to move, to stir, to shift, to shake, to operate, to make a move, to take an action, to be touched, to be influenced"
戻る,もどる,"to turn back, to return, to recover, to rebound"
従う,したがう,"to obey, to abide by, to follow, to serve"
生まれる,うまれる,to be born
答える,こたえる,"to answer, to reply"
奪う,うばう,"to snatch away, to dispossess, to steal"
近づく,ちかづく,"to approach, to draw near, to get closer"
思い出す,おもいだす,"to recall, to remember, to recollect"
達する,たっする,"to reach, to get to, to arrive at"
切れる,きれる,"to break, to snap, to be cut, to split, to be injured, to wear out, to be worn out, to burst, to expire, to run out"
気を付ける,きをつける,"to be careful, to pay attention, to take care"
吹く,ふく,"to bow, to play a wind instrument, to whistle"
離れる,はなれる,"to be separated, to be apart, to be distant, to leave, to quit, to give up, to lose connection with"
手伝う,てつだう,"to help, to assist, to aid"
避ける,さける,"to avoid, , to ward off, to avert, to put aside"
遊ぶ,あそぶ,"to play, to enjoy oneself, to have a good time, to hang out"
伝える,つたえる,"to convey, to report, to transmit, to communicate, to tell, to impart, to propagate"
取れる,とれる,"to come off, to be remove, to disappear, to be caught, to be harvested, to be taken as, to be attained"
集める,あつめる,"to collect, to gater, to assemble"
優れる,すぐれる,"to surpass, to outstrip, to excel"
間違う,まちがう,"to make a mistake, to be incorrect, to be mistaken"
効く,きく,"to be effective to show effect, to do its work, to carry its function, to be possible to use"
下がる,さがる,"to come down, to go down, to fall, to drop, to sink, to get low, to hang, to dangle, to move back, to step back, to withdraw, to retire, to deteriorate, to go south"
見つかる,みつかる,"to be found, to be discover"
燃える,もえる,"to burn, to get fired up"
持ってくる,もってくる,"to bring, to take something along, to fetch, to get"
残す,のこす,"to leave behind, to bequeath, to save, to reserve"
訪ねる,たずねる,"to visit, to call, to pay a visit"
比べる,くらべる,"to compare, to make a comparison, to compete, to vie"
疲れる,つかれる,"to get tired, to tire, to be worn out, to starve"
犯す,おかす,"to commit (crime), to perpetrate, to make (mistake), to break (rule), to violate"
倒れる,たおれる,"to fall (over, down), to collapse, to take a fall, to topple, to be destroyed, to crumble"
越える,こえる,"to cross over, to cross, to pass through, to pass over, to go beyond, to go past, to exceed, to surpass, to be more than"
向ける,むける,"to turn towards, to point"
抱く,いだく,"to embrace, to hold in arms, to hug, to harbour, to bear"
たがる,たがる,"to seem, to eager, to want to, to be anxious to"
消す,けす,"to erase, to delete, to cross out, to turn off power, to extinguish, to put out"
望む,のぞむ,"to desire, to wish for, to expect, to see, to command (a view of)"
洗う,あらう,"to wash, to cleanse to rinse, to inquire into"
尋ねる,たずねる,"to ask, to inquire, to search, to look for, to look into"
含む,ふくむ,"to contain, to comprise, to have, to hold, to include, to embrace, to hold in the  mouth, to bear in mind, to express emotion"
支払う,しはらう,to pay
述べる,のべる,"to state, to express, to mention"
行われる,おこなわれる,"to be done, to be practiced, to take place, to be held, to be in fashion, to be current, to come into use"
違う,ちがう,"to differ, to vary, to be in the unusual condition"
引く,ひく,"to pull, to tug, to lead, to draw (attention, card, line), catch a cold, to look up (dictionary)"
迎える,むかえる,"to go out to meet, to receive, to welcome, to greet, to salute, to accept, to call for, to summon, to invite, to approach"
覆う,おおう,"to cover, to hide, to conceal, to wrap, to disguise"
集まる,あつまる,"to gather, to collect, to assemble"
貸す,かす,"to lead, to loan, to rent out, to hire out"
愛する,あいする,to love
苦しむ,くるしむ,"to suffer, to gran, to be worried"
騙す,だます,"to trick, to cheat, to deceive, to coax"
呼ばれる,よばれる,"to be called, to be referred, to be treated to something (meal), to be invited to"
曲がる,まがる,"to bend, to curve, to warp, to wind, to test, to turn, to be awry, to be askew, to be crooked"
勤める,つとめる,"to work for, to be employed, to serve in, to serve as, to act as, to play the role of"
好む,このむ,"to like, to prefer"
流れる,ながれる,"to stream, to flow, to be washed away, to be carried, to drift, to float, to wander, to stray, to sweep, to spread"
描く,えがく,"to draw, to paint, to sketch, to depict, to describe, to imagine"
隠す,かくす,"to hide, to conceal"
痛む,いたむ,"to hurt, to ache, to feel a pain,  to be injured"
壊れる,こわれる,"to be broken, to break, to fall through, to come to nothing"
塗る,ぬる,"to paint, to plaster, to varnish, to spread, to smear, to put up (wallpaper)"
尽くす,つくす,"to exhaust, to run out, to devote, to serve (a person), to do to exhaustion"
断る,ことわる,"to refuse, to reject, to dismiss, to turn down, to decline"
焼く,やく,"to roast, to broil, to grill, to bake, to toast, to barbecue, to heat, to heat uo, to tan"
叩く,たたく,"to strike, to clap, to knock, to beat tap, to pat, to abuse, to bash, to brag"
亡くなる,なくなる,to die
沈む,しずむ,"to sink, to go under, to set, to descend, to go down"
欠ける,かける,"to be chipped, to be damage, to be broken, to be lacking, to be missing, to be insufficient, to be short, to be deficient, to go into eclipse"
建てる,たてる,"to build, to construct"
得る,える,"to earn, to get, to acquire, to procure, to gain, to secure, to attain, to obtain, to win, to comprehend, to be able to"
と言われる,といわれる,"to be called, to be referred to as"
浮かぶ,うかぶ,"to float, to suspend, to rise to surface, yo come into mind, to have inspiration"
使える,つかえる,"to be usable, to be serviceable, to be useful"
つつある,つつある,"to be doing, to be in the process of doing"
願う,ねがう,"to desire, to wish, to hope, to beg, to request, to implore, to pray"
恐れる,おそれる,"to fear, to be afraid of"
合わせる,あわせる,"to match (rhythm, speed, etc), to join together, to unite, to combine, to add up, to face, to be opposite, to check, to compare with, to cause to meet"
出会う,であう,"to meet by chance, to come across, to run across, to encounter, to happen upon, to meet (rivers, highways, etc), to emerge and engage"
捨てる,すてる,"to throe away, to cast away, to dump, to discard, to abandon, to desert, to leave, to give up"
育てる,そだてる,"to raise, to rear, to bring up, to rain, to teach, to educate, to promote the growth of, to nurture to foster to develop"
立てる,たてる,"to astound up, to put u, to set up, to erect, to raise, to thrust into, to dig into"
基づく,もとづく,"to grounded on, to be based on, to be due to, to originate from"
話し合う,はなしあう,"to discuss, to talk together"
決まる,きまる,"to be decided, to be settled, to look good in (clothes)"
異なる,ことなる,"to differ, to vary, to disagree"
気に入る,きにいる,"to like, to be pleased with, to be delighted with, to take a liking to"
振る舞う,ふるまう,"to behave, to conduct oneself, to entertain"
雇う,やとう,"to employ, to hire to charter"
勝る,まさる,"to excel, to surpass, to exceed, to have an edge, to be superior, to outrival"
生む,うむ,"to give birth, to bear a child, to lay eggs, to produce. to yield, to give rise to, to deliver"
取り戻す,とりもづす,"to take back, to regain, to gat bavk, to revoker"
捕まる,つかまる,"to be caught, to be arrested, to hold on to, to grasp, to find (proof), to get (a taxi), to be detained by"
命じる,めいじる,"to order, to command, to appoint"
嘘をつく,うそをつく,"to tell a lie, to fib"
襲う,おそう,"to attack, to assail. to assault, to strike, to hunt down, to succeed (someone in a post, role, etc), to make a sudden visit"
叫ぶ,さけぶ,"to shout, to cry, to scream, to shriek, to yell, to exclaim, to clamour"
伸ばす,のばす,"to grow long  (hair, nails), to lengthen, to extend, to stretch, to reach out, to hold out, to straighten, to smooth out, to spread evenly, to dilute, to postpone, to prolong"
役に立つ,やくにたつ,"to be helpful, to be useful"
諦める,あきらめる,"to give up, to abandon, to resign oneself"
省く,はぶく,"to leave out, to exclude, to omit, to curtail, to save, to cut down, to economise"
手に入れる,てにいれる,"to obtain, to procure"
富む,とむ,"to be rich in, to be abundant in, to be in full of"
受け入れる,うけいれる,"to accept, to receive, to agree"
当てる,あてる,"to hit , to expose, to apply (patch), to put on, to put against, to hold on, to hold against, to allot, to call on someone, to guess the answer, to make a hit"
捕まえる,つかまえる,"to catch, to capture, to arrest, to seize, to restrain, to grab, to clutch, to grasp, to hold on to, to hail (taxi, waiter, etc), to detain"
乗せる,のせる,"to place on (something), to give someone a ride, to give a lift, to pick up, to help on board, to load (luggage), to carry, to take on board, to send out, to take for a ride,"
訴える,うったえる,"to raise, to bring to someones attention, to appeal, to work on (one’s emotion), to play on (one’s sympathies), to complain, to sue"
申し上げる,もうしあげる,"to say, to tell, to express, to offer, to extend (greetings, congratulations), to do"
役立つ,やくだつ,"to be useful, to be helpful, to serve the purpose"
頼る,たよる,"to rely on, to depend on, to count on, to turn to (for help)"
計る,はかる,"to measure, to weigh, to survey , to time (sound, gauge, estimate), to infer, to conjecture, to surmise"
測る,はかる,"to measure, to weigh, to survey , to time (sound, gauge, estimate), to infer, to conjecture, to surmise"
量る,はかる,"to measure, to weigh, to survey , to time (sound, gauge, estimate), to infer, to conjecture, to surmise"
図る,はかる,"to plan, to attempt, to devise, to plot, to conspire, to scheme, to aim for, to strive for, to work towards, to seek, to deceive, to trick, to take in"
諮る,はかる,"to consult with, to discuss, to confer, to deliberate"
就く,つく,"to take (set, position, course, etc), to ascend, to be hired, to be employed, to start a journey, to commence, to depart"
着く,つく,"to arrive, to reach, to sit on, to sit at"
付く,つく,"to be attached, to be connected with, to adhere, to stick, to cling, to accompany, to attend, to side with"
点く,つく,"to be lit, to be lighted, to catch fire"
突く,つく,"to prick, to stab, to poke, to prod, to push, to thrust, to nudge, to hit, to strike, to press against, to attack"
吐く,つく,"to breathe out, to breathe, to tell (lies), to vomit, to disgorge "
触れる,ふれる,"to touch , to feel,  to experience, to come in contact with, to perceive, to touch on a subject, to mention, to be inflict with, to violate, to infringe"
治る,なおる,"to be cured, to get well, to be healed, to be mended, to be repaired, to be fixed"
値する,あたいする,"to be worth, to be worthy of, to deserve, to merit"
殺す,ころす,"to kill, to slay, to murder, to slaughter"
包む,つつむ,"to wrap up, to tuck in, to pack, to do up, to cover with, to dress in"
間違える,まちがえる,"to make a mistake, to commit an error, to confuse"
抱える,かかえる,"to hold or carry under or in the arms, to employ, to engage"
黙る,だまる,"to be silent, to say nothing"
見つめる,みつめる,"to stare at, to gaze at, to look hard at to watch intently, to fix one’s eye on"
折る,おる,"to break, to fracture, to break off, to snap off, to pick (flowers), to fold, to bend, to make origami, to interrupt, to end"
保つ,たもつ,"to keep, to preserve, to maintain, to sustain"
用いる,もちいる,"to use, to make us of, to utilise, to utilize"
輝く,かがやく,"to shine, to shine, to sparkle"
引き起こす,ひきおこす,"to cause, to induce, to bring about, to provoke, to pull upright, to help up"
話しかける,はなしかける,"to address someone, to talk to someone, to begin to talk, to start a conversation"
足りる,たりる,"to be sufficient, to be enough, to be worth doing, to be worthy of, to deserve, to do (the job), to serve"
動かす,うごかす,"to move, to shift, to stir, to budge, to change position, to inspire, to rouse, to influence, to change, to alter, to operate, to set in motion, to mobilize, to manage"
投げる,なげる,"to throw, to hurl, to fling, to toss, to cast, to give up, to abandon, to throw away, to cast (a glance, shadow, doubt, etc.)"
告げる,つげる,"to tell, to inform, to announce, to indicate, to signal, to mark"
通す,とおす,"to stick thorough, to force, through, to spread throughout, to defuse, to proceed in logical manner to ket pass, to lead into, to go through"
植える,うえる,"to plant, to grow, to raise, to insert, to transplant, to implant, to set (type), to inoculate, to instil (idea, value)"
育つ,そだつ,"to be raised, to be brought up, to grow up"
知らせる,しらせる,"to notify, to advice, to inform"
連れて行く,つれていく,"to take someone, take along, to lead someone away"
飼う,かう,"to keep (pet), to have, to own, to rear, to feed"
果たす,はたす,"to accomplish, to achieve, to carry out, to fulfil, to realise, to execute, to perform, to do"
去る,さる,"to leave, to go away, to pass, to elapse, to be distant, to send away, to drive off, to do completely"
眺める,ながめる,"to look at, to gaze at, to watch, to stare at, to look out over., to get a view of. to admire the scenery"
見逃す,みのがす,"to overlook, to miss, to fail to notice, to let pass a matter, to pass up (opportunity), to let go by"
迫る,せまる,"to approach, to draw near, to be imminent, to press for something, to urge, to compel"
露呈する,ろていする,"to expose, to disclose"
登録する,とうろくする,"to register, be registered (with), put on record"
通じる,つうじる,"to be open (to traffic), to lead to, to communicate (with), to flow (liquid, current). to pass, to get through to, to be understood, to be honoured, to be well versed"
解除する,かいじょする,"to cancel, te rescind, to release, to call off, to lift (sanctions), delisting"
泣き出す,なきだす,"to burst into tears, to begin to cry"
気がする,きがする,"to have a certain feeling or mood, to have a haunch"
思える,おもえる,"to seem, to appear likely"
割る,わる,"to divide, to cut, to halve, to separate, to split, to break, to crack, to smash, to dilute, to fall below, to discount, to step over (a line, etc.)"
満ちる,満ちる,"to be full, be filled (with), to wax (moon), to rise (tide), to mature, to expire"
応じる,おうじる,"to respond, to satisfy, to accept, to comply with, to apply for"
下げる,さげる,"to hang, to suspend, to wear (decoration), to lower, to reduce, to bring down, to demote, to move back, to pull back, to clear (plates), to remove (food)"
片付ける,かたずける,"to tidy up, to put in order, to straighten up, to clan, to settle, to clear, to bring something to an end"
救う,すくう,"to rescue from, to help out of, to save"
減る,へる,"to decrease, to diminish, to abate"
減らす,へらす,"to abate, to decrease, to diminish, to shorten"
伺う,うかがう,"to ask, to inquire, to hear, to be told, to seek direction, to visit, to speak to"
祈る,いのる,"to pray, to wish"
頑張る,がんばる,"to persevere, to persist, to keep at it, to hang on, to hold out, to do one’s best"
晒す,さらす,"to expose (sun, public, danger, etc.), to bleach, to refine, to rinse (vegetables), to soak"
届く,とどく,"to reach, to arrive, to get get through, to be attentive, to pay attention, to be delivered, to carry (sound)"
踊る,おどる,to dance
歌う,うたう,to sing
気にする,きにする,"to mind, to care about, to worry, to pay undue attention"
腹を立てる,はらをたてる,"to take offense, to take offense, to get angry, to lose one’s temper"
似合う,にあう,"to suit, to match, to become, to be like"
打つ,うつ,"to hit, to strike, to knock, to beat, to punch, to slap, to tap, to bang, to clap, tp pound, to move, to impress, to touch, to drive in, to inject, to type, to send"
押さえる,おさえる,"to pin down, to hold down, to press down, to cover, to press (a body part), to get a hold of, to contain, to grasp (a point), to subdue"
結ぶ,むすぶ,"to tie, to bind, to link, to bear (fruit), to close (a deal), to connect, to close tightly, to unite, to ally"
遭う,あう,"to meet, to encounter (undesirable nuance) "
追う,おう,"to chase, to run after, to follow, to drive out, to be pressed (e.g. for time)"
負う,おう,"to bear, to carry on one's back, to take responsibility, to owe, to be injured"
飼う,かう,"to keep, to raise, to feed"
請う,こう,"to ask, to request, to beg, to invite "
吸う,すう,"to smoke, to suck, to breathe in, to inhale "
沿う,そう,"to run along, to follow, to comply with"
添う,そう,"to accompany, to become married, to comply with "
問う,とう,"to ask, to inquire, to question, to charge, to accuse, without regard to (neg) "
縫う,ぬう,"to sew, to stitch, to weave one's way (e.g. through a crowd) "
這う,はう,"to creep, to crawl"
舞う,まう,"to dance, to flutter about, to revolve "
酔う,よう,"to get drunk, to become"
開く,あく,"to open, to become open"
空く,あく,"to open, to become empty"
行く,いく,to go
浮く,うく,"to float, to become merry, to become loose"
置く,おく,to put
書く,かく,to write
描く,かく,"to draw, to paint, to sketch, to depict, to describe "
掻く,かく,"to scratch, to perspire"
欠く,かく,"to lack, to break, to crack, to chip "
嗅ぐ,かぐ,"to sniff, to smell"
聞く,きく,"to hear, to listen to, to ask"
漕ぐ,こぐ,"to row, to scull, to pedal"
咲く,さく,to bloom
裂く,さく,"to tear, to split"
敷く,しく,"to spread out, to lay out"
炊く,たく,"to boil, to cook"
焚く,たく,"to burn, to kindle, to build a fire "
就く,つく,"to take (seat, position), to get (a job) "
点く,つく,"to catch fire, (electricity) comes on "
突く,つく,"to thrust, to strike, to poke "
注ぐ,つぐ,"to pour (into), to irrigate, to pay "
次ぐ,つぐ,"to rank next to, to come after "
接ぐ,つぐ,"to join, to pice together, to set (bones), to graft (tress)"
継ぐ,つぐ,to succeed
解く,とく,"to unfasten, to solve"
溶く,とく,to dissolve (paint)
説く,とく,"to explain, to advocate, to preach, to persuade "
退く,どく,"to retreat, to recede, to withdraw "
研ぐ,とぐ,"to sharpen, to grind, to scour, to hone, to polish, to wash(rice) "
泣く,なく,"to weep, to cry"
抜く,ぬく,"to extract, to omit, to surpass, to draw out, to unplug "
脱ぐ,ぬぐ,to take off clothes
履く,はく,"to wear, to put on (lower body) "
吐く,はく,"to breathe out, to breathe, to tell (lies), to vomit, to disgorge "
掃く,はく,"to sweep, to brush, to gather up "
剥ぐ,はぐ,"to tear off, to peel off, to rip off, to strip off, to skin, to flay, to disrobe, to deprive of "
弾く,ひく,"to play an instrument with strings, including piano "
轢く,ひく,"to run somebody over (with vehicle), to knock someone down "
吹く,ふく,to blow
拭く,ふく,"to wipe, to dry"
巻く,まく,"to wind, to coil, to roll"
蒔く,まく,to sow (seeds)
撒く,まく,"to scatter, to sprinkle, to sow "
剥く,むく,"to peel, to skin, to pare, to hull "
焼く,やく,"to bake, to grill"
沸く,わく,"to boil, to grow hot, to get excited "
湧く,わく,"to boil, to grow hot, to get excited, to gush forth "
押す,おす,"to push, to stamp something "
貸す,かす,to lend
消す,けす,"to erase, to turn off power"
越す,こす,"to go over (e.g. with audience), to cross over (e.g. mountain), to pass time (e.g. a winter)"
超す,こす,"to cross, to pass, to tide over, to surpass"
差す,さす,"to stretch out hands, to raise an umbrella"
指す,さす,"to point, to nominate, to select someone, to identify, to indicate, to play a game, to move a piece"
刺す,さす,"to pierce, to stab, to prick, to thrust "
挿す,さす,"to insert, to put in, to graft, to wear in belt "
注す,さす,"to pour (drink), to serve (drinks) "
射す,さす,"to shine, to strike"
足す,たす,"to add numbers, to add something, to top up with something"
出す,だす,"to put out, to take out, to get out, to show, to submit, to publish, to send"
為す,なす,"to accomplish, to do, to build up, to establish, to form"
干す,ほす,"to air, to dry, to desiccate, to drain (off), to drink up "
増す,ます,"to increase, to grow"
蒸す,むす,"to steam, to poultice, to be sultry "
召す,めす,"to call, to send for, to put on, to wear, to take (a bath), to ride in, to buy, to eat, to drink"
止す,よす,"to cease, to abolish, to resign, to give up "
打つ,うつ,to hit
撃つ,うつ,"to attack, to defeat, to destroy "
討つ,うつ,"to attack, to avenge"
勝つ,かつ,to win
立つ,たつ,to stand
経つ,たつ,"to pass, to lapse"
建つ,たつ,"to erect, to be erected, to be built "
発つ,たつ,"to depart (on a plane, train, etc.) "
絶つ,たつ,"to sever, to cut off, to suppress, to abstain (from) "
打つ,ぶつ,"to hit, to strike"
死ぬ,しぬ,to die
飛ぶ,とぶ,"to fly, to hop"
