Time,Script,Translation1,Translation2
1:09,ビビンバとかも好きなんですけれども,"I also like ""Bibimbap"".",I also like bibimbap
1:11,最近あの、,"Lately,",Recently that
1:12,よく、、,often..,"Often,,"
1:14,若い女性の方で「ヤンニョムチキン」とか流行っていませんか？,"Isn't ""Yangnyeom Chicken"" popular among young women?","Isn't ""Yangnyeom chicken"" popular among young women?"
1:18,ありますよねえー？,"You hear that a lot, right?","There is, right?"
1:20,なんか、あれが、、 流行ってるみたいですよ？,"Well, that food seems to be all the rage.","Somehow, that ... It seems to be popular, right?"
1:23,ぜひみなさんもちょっと試してみてくださいね。,So I hope you will try it too.,Please give it a try.
1:25,あと、何でしたっけ？,And what was it?,And what was it?
1:27,ヤンニョムチキンと、,Yangnyeom Chicken and..,"With Yangnyeom chicken,"
1:29,私もね、疎いんですよ、そこら辺。,I know less about the trends.,"I'm also sparse, around there."
1:32,なんだっけなぁ。ヤンニョムチキンと、,"What was it, Yangnyeom Chicken and..","I wonder what it is. With Yangnyeom chicken,"
1:34,ハニー、、いいですかー？検索して。,Honey.. May I search for it?,"Honey, is that okay? Search."
1:37,ちょっと流行りに疎くてですねえ。,Because I fall behind on the trends...,"It's a bit unfashionable, isn't it?"
1:40,ヤンニョムチキンとねー、ハニー、、,"Yangnyeom Chicken and.. Honey, honey",Yangnyeom chicken and honey ...
1:42,ハニーなんちゃらーなんちゃらってやつ。,"Honey, honey blah-blah Like that.",What a honey.
1:44,ふひひw,Fuhehe,Fuhihi w
1:46,ハニー、ハニー、ハニー、なんちゃらー,"Honey, honey..","Honey, honey, honey, what a honey"
1:48,ハニー、なんちゃらー,Honey Blah-blah,"Honey, what a hell"
1:50,ちゃんちゃらー、チャンジャ、、,Blah-blah Blah...,"Chanchara, changer ..."
1:52,フフッw,Huhu,Huh w
1:53,出てこないや。,Results do not come up.,It doesn't come out.
1:54,ハニー、ハニー、、,Honey Honey...,"Honey, honey ..."
1:57,ああー、チャットの方ご存知ですよねえ？,"Uh~, Chat viewers, you know that, don't you?","Oh, you know the chat people, right?"
2:01,ハニー、ハニーなんちゃらーですよ。,Honey Honey something,"Honey, honey."
2:04,出てこないですね。,Still do not come up...,It doesn't come out.
2:06,チャットの方わかります？,"Chat viewers, you know that, don't you?",Do you know who is chatting?
2:08,ご存知ですか？,Do you know about it?,do you know?
2:11,「ハニーマスタードチキン」だ！,"It's ""Honey Mustard Chicken!! """,Honey mustard chicken!
2:13,が、あのー。,It is so...,But uh.
2:15,いや、へ、普通にシンプルな、、ふふふ,Um..The name was too Simple.,"No, it's usually simple ..."
2:18,特に、別にあの、ねえ？,It's not a especially..,"Especially, hey?"
2:20,あれでしたね、特別なワードではなかったですね。,It wasn't a specially unusual words.,That wasn't a special word.
2:22,ハニーマスタードチキンでした。,"What I was looking for was ""Honey mustard chicken"".",It was honey mustard chicken.
2:25,もう、、普通の名前でしたね。,Um It's Simple naming,"It was a normal name, wasn't it?"
2:27,これがいま、 なんか流行なんですって。,I heard that this is a trendy food these days.,This is now It's kind of fashionable.
2:30,ただ私食べたことないので、、,But I've never eaten it yet.,"I've never eaten it, so ..."
2:32,ねえ、いつか、、いただきたいものですね。,"You know, We'd like to try it sometime, right?","Hey, someday, I would like you to have it."
2:36,「ヤンニョム」って何て意味なんでしょうね？,Yangnyeom What does that mean?,"What does ""Yangnyeom"" mean?"
2:38,うーん。,Hmm,Hmm.
2:40,韓国、、語なのかな？,"Is it Korean......language maybe? Eh? Please taught me ""Yangnyeom"" mean",Is it Korean?
2:43,え、「ヤンニョム」教えてください意味。,"Eh? Please taught me ""Yangnyeom"" mean","Eh, please tell me the meaning of ""Yangnyeom""."
2:48,私が調べちゃおっ。,I'll do my own search it,I'll look it up.
2:52,韓国の合わせ調味料のこと。,Yangnyeom is a Korean seasoning.,Korean seasoning.
2:54,あ！そういう意味なんですねー！,"Oh, I get it.",Ah! That's what it means!
2:57,調味料の意味なんですって。,"They say it means ""seasoning""",What does it mean to be a seasoning?
3:00,ふう〜ん。,Hmmmmm,Hmmm.
3:01,ありがとうございます,Thank you so much,Thank you
3:03,じゃあぜひみなさんもね、こういった各国の料理を召し上がって,"So, everyone Please try these international cuisines.","Well then, everyone, please enjoy these international dishes"
3:08,この時間帯もゆっくり過ごしていただきたいと思います。,And I hope you will take your time during this time as well.,I would like you to spend your time slowly during this time as well.
