Time,Script,Translation
10:25,肌触りが すごくよくて,Very soft texture.
10:28,縮みを軽減する加工もしてあるので お洗濯も…,"Processed to prevent shrinkage, -so it's washable-- -Bad things?"
10:31,難点は？,-so it's washable-- -Bad things?
10:32,重さです 分かってるねえ,-It's heavy. -So knowledgeable.
10:36,時田繭子です 今日から お世話になります,I'm Mayuko Tokita. Thank you for hiring me.
10:39,が… ちょっと聞いてもいいですか？,But... may I ask you a question?
10:44,面接では下着にも活用できるような 繊維の開発ができるって…,"At the interview, I heard I could develop fabrics that can be used--"
10:48,でも残念　ダサい,But too bad. You're tacky.
10:52,（南上）ピッチピチでツルッツルで モノも よく知ってるけど,"You have firm and smooth skin, you know a lot about fabrics."
10:56,やっぱダサい,But you're tacky.
10:58,致命的にダサい,Grossly tacky.
11:00,２メートル離れて 危ないから,Stand two meters away from me.
11:04,はい？,Pardon?
11:05,私 美に無頓着な女 見ると 殴りたくなるのよ,Women who don't care about beauty make me want to punch them.
11:11,（麗子） はいはい… あとは私が,"Okay, okay. I'll take care of her."
11:14,お使い頼もうと思ってたの お願いできる？,I was going to ask you to run an errand.
11:16,銀座で お買い物よ？ 楽しいわよー,You're going shopping in Ginza. It'll be fun!
11:22,（仲谷）ありがとうございました 南上社長に よろしくお伝えくださいませ,Thank you very much. Give my regards to Ms. Nanjo.
11:26,ショーのご成功を お祈りしております,I hope the show is a success.
11:28,あっ　はい どうも,Thanks.
11:32,（仲谷）あの…,Wait.
11:36,私も Emotionの商品を 愛用させていただいております,I'm a regular customer of Emotion too.
11:41,そ… それは ありがとうございます,That's... Thank you very much.
11:46,すいません こんな格好で,Sorry for my outfit.
11:51,（店員）南上社長に また いい品が入ったら ご連絡いたしますと お伝えください,Please tell Ms. Nanjo I'll let her know when we get more good stuff.
11:56,はい,Okay.
12:03,（店員）南上社長が ご注文の ラファエル･コランの画集です,Here's the Raphael Collin's piece Ms. Nanjo ordered.
12:09,その靴 歩きやすそうですね,Those shoes look comfortable.
12:14,私は仕事をしてるんです この靴が最適です！,I'm a working woman. These shoes are perfect.
12:19,（店員）は？,Huh?
12:21,ダサくて ごめんなさい！,Sorry for being tacky.
12:28,ダメなの？ この格好で歩いたらダメなの？,What's so wrong with this outfit?
12:33,何なの この街！,I hate this town!
12:45,（客）今度は こんな感じで グリーンとか作ろうかしら,"Something like this, in green this time."
12:48,では お好みのトーションレースを 揃えておきますね,I'll gather up torchon laces for you.
12:52,7000円か…,"7,000 yen..."
12:57,７万!?,"70,000!"
13:08,（修子）いよいよ今週末ですね トランクショー （南上）ええ,"-So, the trunk show is this Saturday. -Yes."
13:12,（修子）秋冬物の展示会は どこのブランドも おおかた終わってますよね,Most brands have already finished showing their fall-winter collection.
13:17,Emotionが これほど 遅くなったのは なぜかしら？,What delayed your show?
13:21,何か南上社長に問題でも？,"Any issues with you, Ms. Nanjo?"
13:24,特に理由は,No particular reason.
13:26,みんな待ち構えてますからね 南上マユミが次に何を出してくるか,"Everyone's wondering. ""What will Mayumi Nanjo create next?"""
13:31,それで日本のランジェリーの流行が 決まるんだから,It determines the lingerie trend in Japan.
13:34,私なんて あなたの新作が楽しみで この仕事を続けてるようなものだし,"I, for one, keep doing this job just to see your new creation."
13:39,それは光栄ですわ,I'm very flattered.
13:41,（修子）でも 少し心配なのよ,But I'm a little worried.
13:44,Emotionのランジェリーは 世界最高と断言できる,"I can attest to the fact that Emotion's lingerie is the best of the world,"
13:47,でも 今のEmotionは ファッションではない 伝統工芸品よ,but today your products are more like traditional craft than fashion.
13:54,言ったわね,You did not just say that.
13:56,言ってあげたのよ,You're welcome.
13:58,いつもいつも 同じものを作ってるって？ 大きなお世話よ,I make the same things again and again? It's none of your concern.
14:03,評論家が作り手の内情にまで 口を挟むのは 仕事のしすぎ,A critic should not meddle with a maker's creative process.
14:07,あなたはできあがった商品だけ見て モノを言ってればいいの,All you need to do is evaluate the finished products.
14:10,カルチャーをけん引するのは いい目を持った批評家だって,It's always a critic with good eyes that leads the culture.
14:13,いつも言ってるでしょ もっと言おうか？,It's always a critic with good eyes that leads the culture. Wanna hear more? You're in a rut. No novelty.
14:15,マンネリなの 斬新さがないの,Wanna hear more? You're in a rut. No novelty.
14:18,レース シルク 刺繍 またシルク,"Laces, silk, embroidery, silk again."
14:20,うるさい うるさい うるさい おばさん うるさい,"Shut up, you noisy hag."
14:22,あなただって おばさんでしょうが,We're two of a kind.
14:24,えーと はい そこまで そこまでにしましょう 修子さんも ねっ,"Well, okay, let's stop there. Please, Shuko--"
14:28,黙って サル,"Quiet, Saru."
14:30,あのね 私の基準はただ 美しいか美しくないかだけよ,"Listen, I have only one criterion, and that's whether it's beautiful or not."
14:36,でもね その美しさっていうのは,And what makes it beautiful
14:39,デザインがいいとか 見た目だけの問題じゃないの,is not just design or how it looks.
14:42,良質な材料 緻密なパターン 高い技術の縫製,"Top class material, elaborate patterns, high-quality sewing,"
14:47,最高の着心地 適正な価格 お客様の満足,"maximum comfort, reasonable prices, customer satisfaction."
14:52,それが全て揃ったものだけが 美しいと言えるの,Only the products that have all of these can be called beautiful.
14:56,でも… （南上）斬新？ 斬新って何よ,-But-- -Novelty? What's novelty?
14:59,何が新しいかなんか 誰も分からないのに,No one knows what it will be.
15:02,作り手に新しさなんか 求めないで,Don't expect us to be new.
15:05,私は これからも 美しいものしか作らない,I have made and will always make only beautiful products.
15:11,相変わらず よく しゃべるわね,"Big mouth, as always."
15:14,はい じゃあ こんなとこにしますか,"Okay, let's wrap it up then."
15:19,トランクショー 期待してます,Looking forward to the trunk show.
15:31,（麗子）珍しいじゃない あなたが ここまで悩むの,It's rare to see you in such distress.
15:38,周りが ざわついてるのは 知ってるわよ,I am aware of all the noise around me.
15:42,あなたはランジェリー業界の アイコンですから 30年ずっと,You've been an icon in the lingerie industry for 30 years.
15:48,そろそろ降りたい？,You wanna quit?
15:52,誰が そんなこと言った？,Did I say such a thing?
16:03,（南上） ストックルームの整理をお願い,Organize the stockroom.
16:05,あそこ グッチャグチャだから,It's so messy.
16:07,私の頭の中もグッチャグチャに なっちゃうんだわ,That's why my head is messy inside too.
16:19,（繭子）え？ これ全部？,These are...
16:24,落ち着く〜！,I feel so at home!
16:28,（繭子）ストラップ アジャスター ホック,"Straps, adjusters..."
16:31,前ループ 後ろループ よし これ仲間,"Loops go there. Good, perfect."
16:35,（猿橋）独り言 多いよね,Such a soliloquist.
16:38,大変だね 初日から,"Tough first day, isn't it?"
16:40,本当は歓迎会でもしてあげたい ところなんだけど,Wish we could give you a welcome party.
16:43,大丈夫です 私 こういうの大好きなんで,It's okay. I love doing this.
16:46,新人歓迎会とか 無意味な飲み会に参加するよりも,Better than a welcome party or a drinking party.
16:50,100倍 楽しいです,A hundred times better.
16:53,面白いね 君,You're funny.
16:56,えー 時田繭子さん 大学どこだっけ ああ 長野？,"Mayuko Tokita. Where did you go to college? Oh, yeah, Nagano."
17:00,それ どうするんですか？,What are you doing with those?
17:03,捨てるんだよ えっ なんで？,-Throwing them away. -Why?
17:05,これ すごくいいものですよ,They're very nice.
17:07,このシルク 絹の中でも相当いいものだし…,This silk is among the best.
17:10,南上社長が納得しないものは,"No matter how good they are,"
17:12,どんなに よいものでも 絶対に世に出さない,we never put them out if the boss is dissatisfied.
17:14,それが うちのモットーだからね,That's our motto.
17:18,（南上）ちょっと！ えーと 新しいお嬢さん！,"Hello, um... New girl!"
17:23,社長？ はい！,The boss? Yes!
17:25,（南上）コーヒーお願い！,Bring me coffee.
17:27,はーい！,Okay!
17:28,イヤな顔しないんだね え？,-You don't mind that? -What?
17:32,（史香）好きなの飲んでいいのよ,Drink whatever you like.
17:34,オシャレなオフィスって 感じですね,Fits for a fashionable office.
17:38,（史香）ねっ ありがちだけどね,It's not so rare though.
17:41,（瑞希）ねえ フミちゃん 社長 差し替えのデザイン画って 出してきた？,"Fumi, has the boss given you the new design?"
17:45,まだです こんなに遅れること なかったですよね,Not yet. She's never been this late before.
17:49,そうね,Right.
17:54,ショックだろうな…,She must be so shocked.
17:59,（史香）今回のトランクショー 瑞希さんのデザインが 初めて採用されたの,This trunk show was the first time her design was chosen.
18:03,３つだけだったけど それが…,Three of them. But then...
18:06,ああ 今朝の…,That thing this morning?
18:09,サンプルもできあがってたのに 全部ボツ,"Samples had already been made, but all of them were scrapped."
18:14,さっき 猿橋さんが廃棄するって あれ…,The ones Mr. Saruhashi threw away...
18:18,（宗介）あっ 社長に コーヒーいれるんだよね？,"You're bringing coffee to the boss, right?"
18:20,社長は コーヒー これしか飲まないんだ,This is the only kind she drinks.
18:23,あっ ありがとうございます ヒメ えーと…,"Thank you, er, Hime..."
18:26,宗介さんでいいよ,Call me Sosuke.
18:28,ヒメが先輩面してる〜 してませんって！,-You're acting superior. -I'm not!
18:33,えーと で ドリップのやり方は… あっ できます,-I'll show you how to drip brew-- -I know how.
18:38,父が コーヒー ドリップ派なんで,My father loves drip brew.
19:25,（南上）おいしい,It's good.
19:28,あなた コーヒーいれるのは うまい,You're good at brewing coffee.
19:32,あ… ありがとうございます,Thank you very much.
19:33,父が… （南上）あなた女性でしょ？,"You're a woman, right?"
19:35,“装う”って言葉の意味を 言ってごらんなさいよ,"Tell me what ""dissemble"" means."
19:39,え… あっ えっと…,"Um, well..."
19:44,目に見える部分だけを飾って 本質を隠し,"To adorn only what can be seen and hide the true nature,"
19:48,（南上）うん,"and hide the true nature,"
19:49,別のものに見せかけることです,to pretend to be something else.
19:51,うんうん そうね でもね こうも言うのよ,You're right. But it can also mean...
19:55,時と場所に合わせ 身なりを美しく整え,"to spruce yourself up nicely according to time and place,"
19:59,自分が その場に ふさわしくあるよう努め,"strive to make yourself fit,"
20:02,他人に不快感を 与えないようにすること,and try not to give discomfort to others.
20:07,ここに来たからには 女性として装うことを学びなさい,"Now that you're here, learn to dissemble like a woman."
20:12,あなたは 私に不快感を与えている なぜだかって？,You give me discomfort. You know why?
20:17,それは 美しくないから,Because you're not beautiful.
20:26,あー そうですよ 私は美しくないですよ,You're right. I'm not beautiful.
20:30,そんなに美しいのがいいなら めっちゃ美人で センスのいいモデルさんでも 雇えばいいじゃん！,"If you like beautiful women so much, hire a super-stylish model!"
20:35,（沙里衣）失礼します,Excuse me.
20:39,すいません お話し中に…,Sorry for interrupting.
20:44,（南上）次,Next.
20:48,そこ立って,Stand there.
20:54,ツヤッツヤね,So sleek.
20:56,お風呂あがりに タオルいらないでしょ 水弾くから,I'll bet the water just runs off your skin after a shower.
21:01,（史香）トランクショーのモデルさん 社長が一人一人 選ぶの,Models for the trunk show. The boss hand-picks them.
21:09,右向いて,Face to the right.
21:13,いいわよ こっち向いて,Face back to me.
21:35,（繭子）これ… 今回は残念ですが,"Here it is. I'm sorry, but you're not hired."
21:41,そうですよね,Of course.
21:43,こんなことで倒れてたら お仕事なんて頂けないですよね,I can't land a job if I faint like that.
21:51,お腹すいた,So hungry.
21:56,おとといから 何も食べてなくて,I haven't eaten for three days.
22:00,お腹 出ちゃうといけないから,To keep my stomach flat.
22:04,そんなにきれいなのに なんで？,But you're already beautiful. Why?
22:12,戻りました,I'm back.
22:16,（繭子）瑞希さん？,Mizuki?
22:23,（麗子）あーあ 制作費120万が,"Ah, 1.2 million yen of product cost..."
22:27,え… 120万？,1.2 million?
22:30,ああ いいのよ お先に,Don't worry. -See you tomorrow. -Yes...
22:33,はい,-See you tomorrow. -Yes...
22:34,（麗子）時田さんも 帰っていいからね,You can go home too.
23:04,（南上）あなたは私に 不快感を与えている,You give me discomfort.
23:08,それは 美しくないから,Because you're not beautiful.
24:37,すいません すいません…,Good morning. Sorry I'm late.
24:39,（南上）おはよう （一同）おはようございます,Good morning.
24:41,わっ 昨日と同じ,Wow. Same outfit as yesterday.
24:46,かわいくてピッチピチな上に ハートも強いのね,"Not only young and firm, but also stubborn."
24:49,若さって怖いな,Youthfulness is a scary thing.
24:51,すいません うっかり 帰れなくて…,I'm sorry. I fell asleep here.
24:53,そのブレない精神 見習わないと,I need to emulate your strong spirit.
24:56,私なんて ナイーブで小心者だから,I'm so pure-minded and wimpy.
24:59,どこが？ はい 猿橋 今思ったでしょ,"""Says who?"" Saruhashi, you just thought that, didn't you?"
25:02,社長 あと１つのデザインは まーだ,"-Boss, the last design-- -Not yet."
25:05,えっ さすがにヤバくないですか,This is not good.
25:07,ならトランクショーは 今 できてるものだけでやりましょう,Then we'll do the trunk show with just what we have.
25:10,１つ数が減ったからって 進行に さほど支障はないはず,One less item won't affect the staging much.
25:12,それじゃ 今までと変わらないわ,Then it's the same as before.
25:15,進化してるところを見せる 最後の１つで驚かせる,We have to show progress. A surprise at the end.
25:20,でなきゃ ショーはキャンセルよ,Or we'll cancel the show.
25:22,それはダメです 社長！,We can't do that!
25:23,だったら もう黙っててよ,Then shut your mouth!
25:27,（繭子）なんで？,Why?
25:32,期日どおりに ちゃんと できあがったものが あったのに,We had products finished on time.
25:37,なんで今 新しいものを 作ろうとしてるのか…,So why are we making new ones?
25:47,これの どこが いけないんでしょうか,What's wrong with this one?
25:49,ちょっと 時田さん,"Hey, Ms. Tokita--"
25:50,（繭子）ここの素材は 吸湿性の高いキュプラ,"The material is hygroscopic cupro,"
25:53,自然素材を使用した 再生繊維で,regenerated fiber made with natural materials.
25:56,糸が細くしなやかで 肌着に最適です,"Thin and delicate, ideal for underwear."
25:59,このカップの部分はシルク それも かなり質がいい,Cups are silk of very high quality.
26:03,この絹糸だけで どれだけの人が手を動かしたか,Wonder how many hands went through to make it.
26:08,なのに,So why?
26:09,なんでバラバラに 切り刻まれなきゃいけないんですか？,Why does it have to be cut to pieces?
26:13,どうして これは ショーに出せないんですか？,Why can't this be in the show?
26:18,美しくないからよ,Because it's not beautiful.
26:21,それは 見る人の 主観によると思います,That... is in the eye of the beholder.
26:28,私は これ すごく美しいって思います,I think it's very beautiful.
26:31,軽々しく美しいなんて 言わないで,"Don't use the word ""beautiful"" lightly."
26:34,これは Emotionの商品として ありえない,This doesn't meet Emotion's standards.
26:38,そしてあなたも うちの社員としてありえない,"Also, you don't meet our company's standards."
26:43,Emotionは 一介の下着屋でありながら,Emotion's not just a lingerie maker
26:47,美しい物作りの 最高到達点を維持する トップランナーよ,but a leader that maintains the highest standard of beauty.
26:52,その作り手が 美に無頓着でいいはずが ない,"As such, we can't be insensitive to beauty."
26:57,（繭子）“美”って何ですか？,What is beauty?
27:03,下着は肌に触れるものだから 吸湿性や伸縮性,"Underwear touches people's skin. So hygroscopicity, elasticity,"
27:07,重さやアレルギー反応なんかには 気を使うべきだと思います,weight and allergy sensitivity must be considered.
27:11,つまり 機能的であることが 最も重要であって,"In other words, functionality is what's most important."
27:14,そこに本来 美は必要ありません,There's no room for beauty there.
27:17,そもそも レースとか飾り いりますか？,Are decorations like lace really necessary?
27:20,ほとんど変わらない デザインのために,To throw away 1.2 million yen for a slight design change
27:22,120万円もドブに捨てるなんて おかしいです,To throw away 1.2 million yen for a slight design change is absurd!
27:26,お金持ちの道楽です,Debauchery of the rich!
27:28,だって下着なんて どうせ見えないんですよ？,You don't show off your underwear.
27:33,（繭子）大体 なんで… （南上）よくしゃべる子ね,-Why in the-- -What a big mouth.
27:42,失礼しました！,I'm so sorry. I apologize.
27:43,すいません 失礼なこと言って,I'm so sorry. I apologize. Forgive me for being rude.
27:46,すいません！,Forgive me for being rude.
27:47,待ちなさい！,Wait.
27:50,最後まで言いなさいよ “大体 なんで”？,"Finish your speech. ""Why in the..."""
27:58,大体 なんで…,Why in the world
28:02,女性だからって,do women have to
28:05,美しくあろうと 努力しなきゃいけないんですか,try to be beautiful?
28:10,髪形に気を使ったり,"Styling our hair,"
28:13,かわいい洋服を選んだり,"choosing cute clothes,"
28:15,わざわざ時間をかけて メークをしたり,taking time to put on makeup.
28:18,なんで 見えないのに 高い下着をつけて,Why wear expensive lingerie
28:20,胸を大きく見せて 体のラインを きれいに見せなきゃ いけないんですか,and make our breasts look bigger and our body look sleek?
28:24,なんで女性だからって 着飾って美しくいなきゃ いけないって,Why do women have to dress up themselves and look beautiful?
28:28,そんなの変です！ 全く合理的じゃないです,It's absurd! It's so unreasonable!
28:44,ついて来なさい,Follow me.
29:02,（南上）見てごらんなさい,Look at this.
29:07,人類が生まれて このかた,"Throughout human history,"
29:10,アジア アフリカ 北米南米 ヨーロッパは無論,"in Asia, Africa, North and South America, and of course Europe,"
29:15,どんな土地の どんな時代の女性も,"all women, in every age and every place,"
29:19,女性は この地球に 存在し始めた瞬間から,have been trying to be beautiful
29:22,美しくあろうとしてきたの,all through their existence.
29:25,そして そんな女性の美を 人間は讃えてきたの,And humans have been admiring the beauty of women.
29:30,あなたの疑問はナンセンス,Your questions are nonsense.
29:35,この人類の歴史が答えよ,The human history is the answer.
30:31,落ち込むには ちょうどいい場所ですね,Perfect place to mope.
30:37,本当に すいませんでした,I'm really sorry.
30:42,社長に あんな… 私 何も分かってないのに,For saying those things to her even though I don't know anything.
30:48,そうですね,"No, you don't."
30:49,昨日今日 入った人間に,You started just yesterday
30:52,この世界の 繊細な仕事を否定されちゃ,and negated the sensitive nature of our job.
30:55,我々としても立つ瀬がない,We feel humiliated.
31:00,申し訳ありませんでした,My sincere apologies.
31:03,（猿橋）君の言うことにも 一理ありますけどね,"Although, you do have a point."
31:10,何が美しいかなんて 誰も明確には分からない,No one knows for sure what beauty is.
31:14,でもね,"But, because no one knows,"
31:15,誰も分からないから うちの社長,"But, because no one knows, someone like our boss, Mayumi Nanjo,"
31:18,南上マユミのような人が,"someone like our boss, Mayumi Nanjo,"
31:20,常により美しいものを 追求していないとダメなんだ,has to keep pursuing it.
31:26,じゃないと この世の中が,"Otherwise, our world would be"
31:28,不格好で 安っぽくて 質の悪いものばかりに なってしまうんですよ,"filled with ugly, cheap, low quality stuff."
31:37,まっ とりあえず,"Well, for now,"
31:39,そんな顔されてちゃ 困りますね,that frown needs to go.
31:45,はい,Yes.
31:46,大事なトランクショーが 控えてる,The trunk show is coming.
31:48,そこに来る 10人程度のお客様が Emotionの今シーズンの 売り上げを決めるんです,Our sales this season will be determined by a dozen or so attendees there.
31:55,笑顔で　頼みますよ,So smile and do your best.
32:00,はい,Okay.
32:12,いやいやいや,No good.
32:51,おはようございます （史香･瑞希）おはよう,-Good morning. -Morning.
32:54,早いね 昨日 大丈夫だった？,You're early. How did it go yesterday?
32:56,あ… はい,Good.
32:58,ご迷惑おかけして すいませんでした,I'm so sorry for causing trouble.
33:02,入社早々 生意気なこと言っちゃって,"For a new hire, I was insolent."
33:05,あのあと どこへ行ったか 当ててあげよっか,Let me guess where you went after that.
33:09,（史香･瑞希）美術館 （繭子）え…,Art museum.
33:11,大丈夫よ みんな連れてかれてるから,Don't worry. All of us have been there.
33:27,なんでですか？ きれいなのに！,Why? It's beautiful.
33:40,（南上）問題は重さ？,The problem is weight.
33:43,はい 重さはあります,"Yes, it is heavy."
33:45,でも 部分的に使うなら 問題ないと思います,But it should be okay if used in parts.
