Time,Script,Translation
9:39,ないですね。 ただ、大学が教育学部(きょういくがくぶ)だったんですよ。,"There isn't. However, the university was the Faculty of Education."
9:45,ですから 教えるとか、そういうことは たぶん 興味(きょうみ)があったり、好きな分野 (ぶんや)だったんだと 思うんですよね。,So I think that teaching or something like that was probably something I was interested in or liked.
9:56,オーストラリアに行って、まずは 英語を勉強したんですか？,Did you go to Australia and study English first?
10:02,まずは、３ヶ月 日本語の教師養成講座(きょうしようせいこうざ)に 通う(かよう)ということが あったので、,"First of all, I had to attend a Japanese teacher training course for"
10:10,まずは そこに行って、３ヶ月 場所はオーストラリアだけど、言葉は日本語だらけ 毎日っていう 生活でした。,"3 months, so I went there for 3 months, but the place is Australia, but the language is full of Japanese every day. It was a life."
10:22,ちょっと思ったのとは 違ったんですね そのときに。 もっと 英語話すかなと 思ったので、,It was different from what I thought at that time. I thought I would speak more English
10:28,まわりにいる人は 日本人ですよね。,", so the people around me are Japanese."
10:34,そうですね。 教室はみんな日本語で、先生も もちろん日本人で 会社の中は全員(ぜんいん)日本人。,"I agree. The classrooms are all in Japanese, the teachers are of course Japanese, and everyone in the company is Japanese."
10:51,３ヶ月が終わって、オーストラリアの家庭にホームステイができたので、英語ですね ずっと、,"After 3 months, I had a homestay with an Australian family, so it's English"
10:57,あんまり 英語が 入ってこなかったんですよ ３ヶ月。,. I didn't speak much English for 3 months.
11:01,ですから、３ヶ月終わったあとに あれっ？英語たりないなと 思って、,"So, after three months, what? I thought I didn't speak English, and"
11:08,私はこのあと、日本語の先生が なんか不安だなと 思ったんですよね。,after that I thought that my Japanese teacher was a little worried.
11:20,日本に帰って またオーストラリアへ行ったんです。 こんどは 留学で、ほんとうの語学留学で、,"I went back to Japan and went to Australia again. This time I'm studying abroad, and I'm really studying abroad, is that"
11:27,そうなんですか。じゃあ １回 日本に帰って、もう １回オーストラリアに英語を勉強しに 行ったんですか？,so? So did you go back to Japan once and go to Australia again to study English?
11:34,はい、準備(じゅんび)して また行きました。 11ヶ月行きました。,"Yes, I prepared and went again. I went for 11 months."
11:39,オーストラリアのどこですか？,Where in Australia?
11:42,シドニーです。,It's Sydney.
11:43,オーストラリア、私 まだ行ったことがないんですけど、めっちゃ 行きたいんですよ。,"Australia, I haven't been there yet, but I really want to go."
11:50,オーストラリアに 住んだことがある友達が多くて、,"I have a lot of friends who have lived in Australia, and they"
11:57,みんな「オーストラリアに １回 行ったほうがいいよ。」って いつも言ってくれるんですけど、,"always say, ""You should go to Australia once."""
12:02,どうでしたか？ オーストラリアでの生活は。,How was it? How is life in Australia?
12:06,オーストラリアは、とにかくビーチがきれいだった というイメージですね。,The image of Australia is that the beaches were beautiful.
12:14,そこらじゅうに ビーチがあって、ローカルのビーチでも ほんとうにきれいで、広くて青くて、,"There are beaches all over the place, and even the local beaches are really beautiful, wide and blue, and"
12:25,日本の海も 素敵(すてき)ですけれど、それとはちがう感じが ありましたね。,"the sea in Japan is nice, but it felt different."
12:34,とっても みりょくてき だし、あと 町の人が、なんて言うんですか？ あの雰囲気(ふんいき)は、,"It's very nice, and what do the townspeople say? That atmosphere"
13:00,なければならない がない。 好きなようにすればいい っていう。,doesn't have to be. You can do whatever you want.
13:09,そうですね。みんな 自分らしく生きてる っていう感じがします。,I agree. It feels like everyone is living their own way.
13:16,そうですね。 それが ありました。,I agree. There was it.
13:21,天気もいいですし、シドニーって天気いいですよね？,"The weather is nice, and Sydney is nice, isn't it?"
13:26,よかったですね ほんとに。,"It was good, really."
13:32,とっても カラッとしている っていうのは、気持ちいいですね。,It feels good to be very crisp.
13:37,移民(いみん)のかたが けっこう いるじゃないですか。,"There are quite a few immigrants, aren't they?"
13:42,だから いろいろな人種がいて、わたし いろいろな人種がいるところ 大好きなんですよ。,That's why I love the fact that there are various races and I have various races.
14:01,そう まさにそうですね。 ほんとうに それは、感じましたね。,That's right. I really felt that.
14:06,語学学校でも いろんな国から来ていて、いちおう レベルは だいたい同じようなレベルの人が 教室の中にいますけれど、,"Even at language schools, there are people from various countries who are at the same level, but they"
14:17,みんな 自分の国の言葉の英語のくせが あるから、私は日本人の英語だし、,"all have English habits in their own country, so I'm Japanese."
14:28,ポルトガルの人は、ポルトガルの英語のくせがある、でも それでいいんだ！っていう、,", Portuguese people have a habit of English in Portugal, but that's fine! I mean,"
14:37,みんな英語をしゃべってる ちゃんとね。,everyone is speaking English properly.
14:41,だから その感じも、日本にいると ネイティブのあの発音を ゴールにしちゃうから、無理っていう感じがありましたけど、,"That's why when I was in Japan, the goal was that native pronunciation, so I felt that it was impossible, but when"
14:54,日本人って「英語 話せますか？」って聞いたら、ほとんどの人が「ちょっと。」とか「話せない。」って言うじゃないですか。,"Japanese people asked, ""Can you speak English?"", Most people said, ""A little. You say, ""I can't speak."""
15:05,でも、ほんとうに 話さなきゃいけない 状況(じょうきょう)に なったら、けっこう 単語も知ってるし、文法も知ってるんですよね。,"But when you're in a situation where you really have to speak, you know a lot of words and grammar."
15:14,でも、考え方が 英語の発音は 良くないといけない とか、ネイティブみたいに話せないと いけない っていう考え方があって、,"However, the current situation is that it is difficult to speak because there is a way of thinking that English pronunciation must be good or that you must be able to speak like a native"
15:28,なかなか話せないって いうのが 現状(げんじょう)。,speaker.
15:33,そう そうですね。それは 日本人らしさでもあると 思うんですけど、ちゃんとしなきゃいけない って思ってる 文法もね。,"That's right. I think it's Japanese, but I also think that I have to do it properly in grammar."
15:44,私も そうでした。,"Me too, I was like that."
15:46,私も そうでした。,"Me too, I was like that."
15:47,海外に旅行に行く前は、ちゃんと話せないといけないし、ちゃんと話せなかったら 話さない方がいいとか、,"Before I go on a trip abroad, I have to talk properly, and if I can't talk properly, I shouldn't talk"
15:56,そう そう。,.
15:58,そう思っちゃって、ぜんぜん練習もできなかったし、,"I thought so, and I couldn't practice at all, so I'm"
16:06,だから いま 日本語を教えていて、いろいろな国の人が 日本語を勉強してくれていて、,"teaching Japanese now, and people from various countries are studying Japanese, and"
16:14,自分の国の言語のイントネーションとか、アクセントが出ていても、,the intonation of my own language and accents come out. Even
16:23,私は、コミュニケーションが とれていたら それでいいと 思うんですよ。,"so, I think it's okay if I can communicate."
16:28,私も そう思います。 まったく 問題ないと思います。,"I think so, too. I don't think there is any problem."
16:32,だから 英語をいろんな国で、それぞれの国の人が 自分のアクセントとか 関係なく英語を話してるのと 同じように、,"That's why I want Japanese learners to do the same in many countries, just as people in each country speak English regardless of their accent"
16:45,日本語学習者にも、そうしてほしいですね。,.
16:48,それも 自分のアイデンティティーだと思うんです。 アイデンティティーって 言うのか 分からないんですけど、,"I think that is also my identity. I don't know what it means to be an identity, but I"
16:56,アクセント強くていいと思うんです 伝われば。,think it's okay to have a strong accent.
17:00,そう それが大事ですね。,That's important.
17:04,１つだけ その気持ちに 完全(かんぜん)に ならせてもらえた きっかけが あったんですけれど、,"There was only one reason why I was able to completely relieve that feeling,"
17:14,まだ 今よりも ぜんぜん話せなかったときに、ホストマザーが とっても いい方で、,"but when I couldn't speak at all, my host mother was a very nice person, and"
17:23,私が はずかしいから、言えない言葉は グーグル様で打って お母さんに見せてたんです。,"I'm afraid, so I can't say it. I hit it with Google and showed it to my mom."
17:35,「私、これ言いたい 読んで。」って 見せてたんですよ。,"I was showing ""I want to say this, read it."""
17:39,そうしたら ホストマザーが「私は、あなたと話をしているから、ロボットと話を したいわけじゃないのよ。」って、,"Then the host mother said, ""I'm talking to you, so I don't want to talk to the robot."" And"
17:48,「なんでもいいから、言って。」って 言われたんですよね。,"""Tell me anything."""
17:51,やさしい。,Easy.
17:54,「あなたと 話がしたい、これは とっても大切な時間だから、グーグル様は 置いといて 一緒に話そう。」って,"""I want to talk to you, this is a very important time, so let's leave Google and talk with him."""
18:05,そこから 私は携帯を いつも置いといて、お母さんの ところに行って 単語だけでもいいから 言って、,"From there, I always leave my cellphone and go to my mom and just say a word. After all, my"
18:13,お母さんが、頭の中で つなげて「まゆみ こういうこと？」って、「それそれ！」っていう 会話が毎日続いて、,"mom connected in my head and said ""Mayumi, what's this?"" And ""That's it!"" Every day,"
18:23,それで 私は ちょっとずつ 話せるようにもなったし、おそらく,"so I was able to talk little by little, and it's probably"
18:31,素敵(すてき)。,nice. (splendid).
18:37,涙が出そう。,I'm about to tear.
18:44,思い出したら、泣けますよね。,"If you remember, you can cry."
18:48,私も スペインに初めて 行ったときに、最初 ホームステイだったんですね。,"When I first went to Spain, it was my first homestay."
19:12,人と話せないとか、自分の気持ちを 相手に伝えられない っていうことが 初めてで、すごく たいへんだったんですね 私も。,"It was the first time that I couldn't talk to people or convey my feelings to the other person, so it was very difficult for me too."
19:26,その ホストマザーが、スペイン人の やさしいおばあちゃん なんですけど、毎日 晩ごはん 食べた後も、,"The host mother is a kind Spanish grandmother, but even after eating dinner every day"
19:44,そのおかげで、スペイン語がちょっとずつ 上達(じょうたつ)したんですよ。,", thanks to that, my Spanish improved little by little."
19:48,私も ちょっと今、,What do
20:01,まゆみさんに 聞きたいのは、,you want to ask Mayumi-san for a moment
20:43,どうですか？,?
20:44,私も そうです。,Me too.
20:52,それまでは 自分の意見があっても、言わない方がいいとか、,"Until then, I was often confined to myself, saying that even if I had my own opinion, I shouldn't say it, or"
21:04,思ってることがあっても、これは 言わないほうがいいって いうふうに、自分の中に 閉じこめていることが よくあったんですけど、,even if I thought I shouldn't say this. But when
21:13,スペインに行って、,I went to
21:19,ほんとうに スペインと日本って、まぎゃくの文化だな っていうふうに 私は思っていて、,"Spain, I thought that Spain and Japan were really the culture of Magyaku"
21:24,まず、Nice to meet you.で みんなハグして、ここに２回キスするんですね。,". First, everyone hugged at Nice to meet you. And kissed here twice. That's right."
21:31,そこから もう かべが無くなるんですよ。,"From there, the wall is gone."
21:35,はじめまして、で ハグして２回キスされたら、もう かべが無い。,"Nice to meet you, if you hug and kiss me twice, you'll have no more."
21:40,そうですね。 日本人 それしたら「えっ！」って、,I agree. Japanese Then I would like
22:13,まゆみさんにも １回スペインに 行ってほしいです。 行ったこと ありますか？,"Mayumi to go to Spain once, saying ""Eh!"". Have you been there?"
22:18,ないですよ。 行きたい ほんとうに。,There isn't. I really want to go.
22:52,そのときは どうしたんですか？,What happened at that time?
23:01,行く前から 知ってたんですけど、,"I knew it before I went,"
23:06,２回 されるがまま ですよ。,but it's still done twice. That's
23:10,「されるがまま」言い方が、,"why the phrase ""as it is done"" is said to be"
23:16,だから １、２ってされて、こんな感じで、,"one or two, and I"
23:21,むこうも びっくり！,was surprised at the other side like this!
23:23,そこから 始まって、日本に帰ってきて、,"Starting from there, when I came back to Japan,"
23:40,自分の中で、オーストラリアへ行く前に ねばならない がたくさん あったんですよ。,I had a lot of things I had to do before I went to Australia.
23:50,こうして あーして っていうルールが、自然(しぜん)と からだに なじんでた というか、ルール社会で生きていたので、,"In this way, the rule of ""Ah"" was familiar to the body naturally, or I lived in a rule society, so"
23:58,たぶん それ以外のことを すると、ちょっと みんなとはちがう っていうことで、ためらってしまう 部分があったんですが、,"maybe if I do anything else, I'm a little different from everyone, so I hesitate. There was a part that ended up"
24:09,帰ってきたら、それが 自然と へってるか なくなってるか という感じで、,"being lost, but when I came back, I felt that it had naturally disappeared or disappeared, and there was a"
24:19,開放感(かいほうかん)も あるし、なんて言うんですかね？ コミュニケーションも 私の中で とりやすくなった。,"sense of openness, so what do you say? Communication has also become easier for me."
24:34,ほんとに わかります。　同じです。,I really understand. Is the same.
24:37,帰ってきて、就職活動(しゅうしょくかつどう)を みんな してたんですね。,"When you came back, everyone was doing job hunting."
24:45,でも、みんながスーツを着て セミナーを受けている教室に 入った瞬間(しゅんかん)に、私 ちょっと はきそうになったんですよね ほんとに。,"But the moment everyone wore a suit and entered the classroom where they were taking the seminar, I felt like I was going to wear it."
24:57,私 無理だと 思って、これは 出来ないと思って、そのセミナーから出て、就活(しゅうかつ)も しなかったし、,"I thought it was impossible, I thought I couldn't do this, so I got out of the seminar and didn't get a job, and"
25:06,自分は何がしたいんだろう ということを ひたすら 自分に自問(じもん)し続けて、やっと 日本語教師したいって 思ったんですよね。,"I just asked myself what I wanted to do. ) Continued, and finally I wanted to become a Japanese teacher."
25:20,だから ほんとうに 日本を出てよかったなと 思います。,That's why I'm really glad I left Japan.
25:25,日本 大好きなんですよ。 日本ほんとうに大好きだし、今も 住んでいて、日本いいなって 思うこと たくさんあるんですけど、,"I love Japan. I really love Japan, and I still live in Japan, and I have a lot of things that I like about Japan, but I"
25:35,１回出て よかったなと 思います。,m glad I came out once.
25:37,そう！ １回出て よかったっていう 感じですよね ほんとうに。,"Yes! It feels like I'm glad I came out once, isn't it?"
25:42,でも、帰ってくると 日本やっぱりいいなって 思いますね。,"But when I come back, I think Japan will be nice."
25:47,そうですね ほんとうに。,That's right.
25:51,帰ってきて、私が言うことに みんなが すごいリアクションを するんですよね。,"When you come back, everyone has a great reaction to what I say."
26:06,「えっ！」っていう おどろきのリアクションとか、そういうリアクションを多く もらうように なったんですけど、,"I've been getting a lot of surprising reactions like ""Eh!"","
26:15,私の中では 自然なこと というか、自分の心に素直(すなお)に生きたいと 思えるようになったから、やってることで、,"But it's natural for me, and I've come to want to live honestly in my heart."
26:26,今までは、思ってても みんなと ちがうから しないほうが いいかな とか、,"Until now, I had"
26:34,安全な道が 他にあるから そちらに行ったほうがいいかなとか、いろんな考えがあったんですけど、,"various ideas, such as whether I shouldn't be different from everyone even if I think about it, or whether I should go there because there is another safe way."
26:42,今も もちろん その せんたくし も考えつつも、１回 自分の心に正直にやってみて、,"Of course, while thinking about that, I tried to be honest with my heart once, and even if it did"
26:50,だめだったとしても スタートに戻ってまた やればいいじゃんっていう、そういう気持ちを 持てるようになったから、,"n't work, I got the feeling that I should go back to the start and do it again, so I took"
27:02,行動に移すのが 早くなったんですよ なにごとも。,action. It's faster to move it.
27:08,それが、友達には おどろかれるん ですけど。,That's surprising to my friends.
27:16,私も そうでしたね。 日本語教師になりたいと思って、メキシコに行ったんですよ。,I was the same. I went to Mexico because I wanted to be a Japanese teacher.
27:26,メキシコで 日本語教師になったんですけど、まわりから したら「えっ？なんで メキシコ？」,"I became a Japanese teacher in Mexico, but from the surroundings, ""What? Why Mexico?"""
27:35,私の 今のリアクション「えっ？」,"My current reaction ""Eh?"""
27:39,なんで 地球の反対側(はんたいがわ)に 行かなきゃいけないの？っていう 感じだったんですけど、私の中では自然だったんですよ。,"Why do I have to go to the other side of the globe? It was like that, but it was natural for me."
27:48,なんか こう、直感(ちょかん)が きて、これだ！メキシコに行かないといけないって 自分で思ったので、,"Somehow, this is my intuition! I thought I had to go to Mexico, so"
27:57,それが１回 聞こえちゃったから、,"I heard it once, so"
28:01,聞こえちゃったからね。,I heard it.
28:02,そう 聞こえちゃったから、したがわないと いけないと思って 行って、,"I heard that, so I thought I had to follow it,"
28:09,ほんとうに 心から 天職(てんしょく)だと 思える仕事に 出会えたので、出てよかった。,"and I was able to come across a job that I truly thought was a vocation, so I'm glad I got out."
28:19,やったー！,Yay!
28:24,これは 人によると 思うので、たまたま みくさんと私が 意見が同意(どうい)している っていうのもあるから、,"I think this depends on the person, so it happens that Miku and I agree with each other, and some"
28:38,人によっては そういうのが 好きじゃないとかも、もちろんあるから、,"people don't like that, of course, so it's"
28:43,みんなじゃない っていうのも もちろん思ってて、ただ 自分が それが合ってったんですよね。,"not everyone. Of course I thought that, but I just matched it."
28:49,みくさんにも そのスタイルが ほんとうは合ってたけど、日本にいると 日本のかたちがあるので、,"Miku-san really matched that style, but when I'm in Japan, I have a Japanese shape, so"
29:00,どうしても 考え方とか、いろんなもの の見方の幅(はば)が 決まっちゃうから、,"I have to decide the way of thinking and the range of perspectives of various things,"
29:06,それを 広げる意味で、よいか 悪いか、合うか 合わないかは その人で っていうことで、一度 海外に行くって いうことは いいなって思いますね。,"so in the sense of expanding it, Whether it's good or bad, whether it fits or not, is that person, and I think it's good to go abroad once."
29:19,１回行ってみて、合わない人も もちろん いると思うので、いやだったら 帰って来て やっぱり日本がいい っていうのは ぜんぜんいいし、,"Of course there are people who don't like it after going once, so if you don't like it, it's all good to come back and"
29:29,私も 日本がいいなって 思うことも たくさんあるので、,"say that Japan is good, and I also have a lot of things that I like about Japan"
29:35,だだ、さっき まゆみさんが言ったように 日本にいると、,". However, as Mayumi said earlier, when you are in Japan, there are"
29:40,いろんな考え方の人がいますし、面白いなこの人 っていう人に 出会ったことも たくさんありますし、,"people with various ideas, and I have met many interesting people, and I"
29:50,ほんとうに いろいろな価値観(かちかん)を 持ってる人も たくさんいますけど、,"really have various values. There are many people who have it, but"
29:54,ふだん たとえば 交流(こうりゅう)する人、職場(しょくば)の人とか 、まわりの友達とか、地元の友達、,"usually, for example, people who interact with each other, people at work, friends around"
30:06,それだけに 制限(せいげん)していると、入ってくる 価値観(かちかん)とか、考え方が 制限(せいげん)されてしまう。,"me, local friends, and so on, come in. Values and ways of thinking are restricted."
30:16,でも、１回 ぜんぜん 文化的はいけいが ちがう人と いろいろ話せるようになると、しょうげきを 受けましたし、,"But once I was able to talk to people who have different cultural traits, I got a"
30:34,そんなふうに 考えていいんだとか、そんなふうに 生きていいし、,"chance to think about it, and I can live"
30:40,ほんとうに好きなことを 一生懸命(いっしょけんめい) していいんだ っていうことに はじめて そのときに バン！って ショックを受けて、,like that and do my best to do what I really like. It ’s the first time that it ’s okay to do it. I was shocked and it was
30:49,ほんとうに しょうげき ですよね。,really good.
30:52,もう しょうげき。,It's already shogeki.
30:53,しょうげき なんですよ ほんとうに。,"It's a shogeki, really."
30:58,もう その一言ですよね。,"That's another word, isn't it?"
31:03,そこから 自分が考える きっかけにもなったし、自分の心にしたがうようにもなったし、,"From that point on, it became an opportunity for me to think about it, and it also helped me to follow my heart"
31:16,ほんとうに にてますね。 すごく うれしいです こんな話ができて。,. I'm very happy to be able to talk about this.
31:22,私も。,me too.
16s,みなさん 日本の秋といえば、何ですか？,What is autumn in Japan?
20s,そうです！ 紅葉です。,that's right! It is autumn leaves.
22s,ということで、私は今日 京都に来ました。,So I came to Kyoto today.
26s,そして 今日は、私の京都の おすすめ紅葉スポットを、みなさんに しょうかい したいと思います。,"And today, I would like to share with you my recommended spots for autumn leaves in Kyoto."
33s,まず、南禅寺に来ました。,"First, I came to Nanzenji Temple."
37s,はい きれいですね。,Yes it's beautiful.
39s,じゃ、中を いっしょに 見てみましょう。行きましょう！,Let's take a look inside. let's go!
43s,これは 今年じゃなくて、去年の１１月にとった 動画です。,"This is a video taken last November, not this year."
48s,今は みんなマスクをしているので、心配しないでくださいね。,"Everyone is wearing masks now, so don't worry."
52s,京都の紅葉の みごろは、１１月半ばから、１１月の終わりまでです。,The best time to see the autumn leaves in Kyoto is from mid-November to the end of November.
59s,お寺では、神社とちがって 手は たたきません。,"At a temple, unlike a shrine, you can't clap your hands."
1:03,がっしょうだけ します。,I'll just do it.
1:07,お寺には、このように お線香をたてるところが あります。,There are places in the temple where you can make incense sticks like this.
1:12,煙を浴びることで、心と体が清められます。,Bathing in smoke cleanses the mind and body.
1:24,あつっ！,Hot!
1:26,体の調子が 悪いところにあてると、治りが 早くなると 言われています。,"It is said that if you hit a place where you are not feeling well, you will heal faster."
1:48,お腹がすいたので、焼きいもを かいました。,"I was hungry, so I ate a grilled potato."
1:51,冬に日本に来たら ぜひ この焼きいもを 食べてみて下さい。,"If you come to Japan in winter, please try this grilled potato."
1:59,あまいお芋です。めっちゃ おいしいです。,It's sweet potato. It's really delicious.
2:02,いただきます。,I'll enjoy having this.
2:08,おいしい。,Delicious.
2:14,今から 東福寺という お寺にいきます。,"From now on, I will go to a temple called Tofukuji."
2:25,はい みなさん、東福寺に来ました。,"Yes, everyone came to Tofukuji Temple."
2:28,見てください！ きれいですね。,please look! It's beautiful.
2:31,今が、みごろです。,Now is the best time to go.
2:36,コントラストが、めっちゃきれいです。,The contrast is very beautiful.
2:39,じゃ、ほかのところも 見てみましょう。,Let's take a look at other places as well.
2:46,ここは 真っ赤なもみじが たくさんありますね。,There are a lot of bright red maple leaves here.
2:51,みなさんは、秋に日本に 来たことがありますか？,Have you ever come to Japan in the fall?
2:55,春の桜もいいけど、秋の紅葉も すごくきれいですよ。,"The cherry blossoms in spring are good, but the autumn leaves are also very beautiful."
3:01,今年は、コロナで ほとんどの人が 日本に来られなかったけど、,"Most people couldn't come to Japan this year in Corona, but"
3:05,来年、みなさんが 日本に来られることを 本当に願っています。,I really hope you can come to Japan next year.
3:10,それまで一緒に 日本語の勉強を 頑張りましょう！,"Until then, let's do our best to study Japanese together!"
3:13,短いリスニングを 聞いてくださって ありがとうございました。,Thank you for listening to the short listening.
3:17,またね！,See you!
