Time,Script,Translation
9:52,（西片）えっ？　なんで？ （高木）いいから いいから,-Why? -Come on.
9:59,あっ…　ンンッ…　じゃ…,Okay...
10:06,（西片）あなたは海の底にいます （高木）うん,You're at the bottom of the ocean.
10:11,（西片）揺れながら どんどん どんどん沈んでいきます,You're swaying and going deeper.
10:17,フフッ！　ハハハハッ… 底なのに まだ沈むの？,Aren't I already at the bottom?
10:20,（西片）アア…　もう やめようよ,Let's quit.
10:23,え〜っ？ あと ちょっとだけ　ねっ？,"No, just a little more, please?"
10:37,（西片）あなたは海の底にいます （高木）うん,You're at the bottom of the ocean.
10:40,（西片）ユラユラ ユラユラと,Swaying... Swaying...
10:44,そして 眠くなってきます,And... you feel sleepy.
10:49,こんなもんでいい？　高木さん,"Are you satisfied now, Takagi-san?"
11:09,催眠術にかかっている！,She's... hypnotized!
11:14,…て んなわけあるか！ ダマされるわけないだろう！,Hell no! I'm not going to fall for this!
11:18,（西片）もういいよ 高木さん,"That's enough, Takagi-san."
11:27,高木さんってば　ねえ,"Takagi-san, hey."
11:33,あれ？,Huh?
11:39,右手 上げてみて,Raise your right arm.
11:47,下げて,Down.
11:53,ハッ… “西片は天才です”って言ってみて,"Say, ""Nishikata is a genius."""
11:57,西片は天才です,Nishikata is a genius.
11:59,か… かかっている！ 間違いなく催眠術に！,She's hypnotized! For real!
12:03,両手上げて ピースからの“カニさん”,Raise both arms and do the peace sign. And a crab.
12:11,すごい！　楽しい！,This is fun!
12:13,そうだ　このチャンスに…,This is my chance!
12:16,高木さん,Takagi-san.
12:19,弱点を教えてよ,Tell me your weakness.
12:27,西片を見ると からかってしまうことと ワキです,I can't stop teasing Nishikata. And my armpits.
12:31,（西片）それ以外は？ （高木）ないです,-Anything else? -No.
12:33,て… 手ごわい！ 何か 高木さんに 恥ずかしい思いをさせる— いい案はないか…,She's tough! How can I humiliate her?
12:39,このチャンスを逃(のが)したくない！,I can't miss this chance!
12:44,高木さん　鼻をほじってみてよ,"Takagi-san, pick your nose."
12:47,分かりました,Okay.
12:53,高木さんの恥ずかしいところ 見てやる！,This is humiliating for her!
13:03,やっぱり今のなし！,I take it back!
13:06,ハハッ！ ちょ… 違うって！ 脇腹つつくんじゃなくって… ハハハッ…,"Hey, I didn't tell you to poke me."
13:11,…ていうか なしって言ったろう！ ホントに ま…　うん？,I told you to stop! Wait!
13:19,本当にかかってるとでも思ったの？ （笑い声）,You thought I was hypnotized?
13:21,（西片）やめて やめて！ （高木）えい えい　えい！,Stop! Stop!
13:24,（生徒たち）おはよう！,NURTURE PHYSICAL HARMONY
13:28,西片って ホント脇腹弱いよね,You're really weak on your belly.
13:31,何を命令するかと思ったら…,That's what you wanted me to do?
13:34,ンンッ…　ごめん,Sorry.
13:37,“今のなし”ってのも含めて 西片らしくて嫌いじゃないけど （高木）ねっ？ （西片）ンッ…,"I liked it, though. Including the ""I take it back."""
13:45,今度は私にやらせてよ 催眠術,It's my turn next. Okay?
13:50,ウ〜ッ… 本当にかけられそうで怖い,I'm scared she can really do it.
14:02,（ミナ）おはよう…,Good morning.
14:04,（ユカリ）眠そうね （サナエ）髪もボサボサ,You look sleepy. Your hair's a mess.
14:09,昨日 テレビ見てたら つい夜更かししちゃって,I was up late watching TV last night.
14:13,（ユカリ）まったく この子は… （サナエ）なに見てたの？,-This girl... -What show?
14:19,催眠術の番組,A hypnosis program.
14:21,あ〜 あれ　私も ちょっと見た,"I watched a little, too."
14:24,面白いよね,It's interesting.
14:26,だよね　でも 見てたらさ…,Right? But when I was watching...
14:31,（催眠術師）吉田さん あなたは海の底で揺れています,You're swaying at the bottom of the ocean.
14:36,ユラユラ ユラユラと,Swaying...
14:39,だんだん眠くなってきます,You're becoming sleepy.
14:42,フフッ… さあ　今から あなたは柴犬(しばいぬ)です,You're now a Shiba Inu dog.
14:51,（ミナの笑い声） （ﾅﾚｰﾀｰ）吉田 ほえる！ （ミナ）ワン ワン ワン！ （ﾅﾚｰﾀｰ）正に柴犬！,Yoshida's barking! Like a true Shiba Inu!
14:56,私も かかっちゃったみたいで,"I got hypnotized, too."
15:00,（ユカリ）えっ？ （サナエ）あるあるだね,-That's common. -Right?
15:02,（ミナ）ねえ？ （ユカリ）ないない,-That's common. -Right? It's not.
15:04,それで 朝まで犬になってたってこと？,So you were a dog all night?
15:06,ううん　番組終わるとき 解けたよ,"No, I woke up when the show ended."
15:10,すぐ寝たんだけど 眠たくて 眠たくて…,"I went straight to bed, but I'm still sleepy."
15:13,でも あれって 10時までじゃなかったっけ？,Didn't the show end at 10:00 p.m.?
15:16,メチャクチャ早く寝てるな,You slept so early.
15:18,私 人より いっぱい寝るタイプ…,I... sleep... way more than...
15:24,だ… か…,others...
15:30,（ユカリ）起きて起きて （サナエ） いつも どのくらい寝てんのよ？,-Wake up. -How long do you usually sleep?
15:33,う〜ん…　ユカリちゃんたちは？,How much do you sleep?
15:37,（ユカリ）私 ６時間くらい （サナエ）私も そのくらい,"-About six hours. -Me, too."
15:40,え〜っ？　よくそれで もつね,Wow. How can you survive with that?
15:43,私は １日８時間は寝ないと つらいよ,I need to sleep at least eight hours.
15:46,アハハッ… 寝過ぎでしょう それは,That's too much.
15:49,うん？ 昨日 10時に寝たんだよね？ うん,-So you slept at 10:00 p.m. last night. -Yeah.
15:53,一体 何時に起きてんのよ？,When did you wake up?
15:55,５時だよ,5:00 a.m.
15:56,えっ？　なに？　その早起き もっと寝ればいいじゃん,Why so early? Why don't you sleep more?
16:00,だって 畑の水やりしなきゃいけないし—,Because I need to water the field.
16:04,家族みんなの朝ご飯と お弁当も作らなきゃだし,And then cook everyone's breakfast and lunch box.
16:09,（ミナ） あっ…　あと 犬の散歩もだね…,And take the dog... for a walk.
16:15,（ユカリ）そうだったの？ （サナエ）今日は ちゃんと寝なよ,-I see. -Take a good rest tonight.
16:20,あんた まだ かかってんじゃん！ （ミナ）エヘッ…,You're still hypnotized!
16:30,（西片）いやぁ 暑いな,"Gosh, it's hot."
16:33,なんだか今日は暑いね 高木さん,"Isn't it, Takagi-san?"
16:35,（西片）アア… （高木）そう？,You think so?
16:37,あっ そうだ 高木さん 涼みに 河原にでも行かない？,Do you want to go to the river to cool down?
16:42,（高木）いいけど （西片）よし！,-Sure. -Yes!
16:45,水切りで勝負でもする気かな？,Are you going to challenge me with stone skipping?
16:47,なっ！ さて 何のことでしょうか…,What are you talking about?
16:50,（高木）ふ〜ん… そんなに私に勝ちたいなら…,"If you want to beat me that much,"
16:54,手 つないでくれたら 西片の勝ちでいいよ,hold my hand and you win.
17:00,いいよ 水切りで勝つから,I'll just beat you at stone skipping.
17:02,あっ やっぱり水切りなんだ？,"See, I told you."
17:07,（高木）行こう 水切りに （西片）ンンッ…,Let's do it.
17:11,高木さんめ…　見てろよ！,Takagi-san! Wait and see!
17:23,早速 勝負する？,Want to challenge me?
17:25,ああ　まずは石選びから,Let's start by choosing stones.
17:37,どんな石がいいのかな？,What's a good stone?
17:39,うん？ それは もちろん…,That's obviously...
17:41,あっ… き… 企業秘密だよ,a secret.
17:47,まったく 高木さんめ 油断も隙もあったもんじゃない,I almost fell for that.
17:53,よし　なかなかいい石だ これなら…,This is a pretty good one. I can win.
17:57,フフフッ…　始めようか 高木さん,"-Let's start, shall we? -You first."
18:00,（高木）じゃ 西片から どうぞ （西片）えっ？　俺から？,"-Let's start, shall we? -You first. -Me? -Why not?"
18:03,いいでしょう？ 西片から仕掛けてきた勝負だし,-Me? -Why not? You're challenging me.
18:11,（高木） 西片　ちなみに最高は何回なの？,"What's your record, Nishikata?"
18:14,えっ？　まあ 15回くらいかな,About... 15 times.
18:19,ホントは10回だけど,"Ten, to be precise."
18:21,な〜んだ　そんなもんか,That's it?
18:24,15回より上をいくというのか？ 高木さん,She can do more than 15?
18:28,ンンッ…　やってやる,Fine!
18:31,新記録を出さねば！ （高木）私はね… （西片）ウワッ…,-I'll beat my record! -Mine is...
18:35,30回,thirty.
18:37,はぁ？　30回!?,Thirty?
18:49,（高木） …くらい水切りさせたいけど いつも３回くらいだよ,"Ideally, but it's always about three times."
18:55,西片は ０(ゼロ)回かぁ,You got zero.
18:57,た… 高木さんめ！,Takagi-san!
19:01,見てろよ そっちが その気なら—,"If that's how you're going to do it,"
19:04,俺もジャマをして 引き分けに…,I'll also distract you and make it even!
19:13,やっぱり 30回はムリか,It wasn't 30.
19:16,でも 私の勝ちだね 西片,"But I still win, Nishikata."
19:22,もっかいする？,Another round?
19:25,お… お願いします,Please.
19:31,クッ…　次こそは絶対に！,I'm going to win!
19:38,（高木）見て　カニがいるよ （西片）えっ？,"Look, a crab."
19:41,あっ…　危ない 危ない また 気を散らす作戦に 引っ掛かるところだった,"Watch out, she almost distracted me again."
19:46,高木さんは いつも３回くらいって言ってたな,She said an average of three times.
19:49,なら 全然 勝てる あとは いい石を…,I can totally beat her. I just need a good stone.
19:57,これだ〜！,This is it!
20:33,（西片）つ〜っ…　さむっ…,So cold...
20:35,（高木）ホントに大丈夫？ （西片）ああ…　平気 平気,"Are you all right? Yeah, I'm all right. Thanks for this."
20:39,あっ これ ありがとう,"Yeah, I'm all right. Thanks for this."
20:45,（西片）水切りで負けて ずぶぬれで…　情けない,"I lost the game, and I'm all wet. How pathetic."
20:56,（高木）手… （西片）えっ？,You...
20:59,手 つないだよね さっき,You held... my hand earlier.
21:04,い… いや　あれは そういうんじゃないでしょう,That wasn't holding hands!
21:08,そう？　つないだと思うんだけど,It wasn't? I thought we did.
21:11,つ… つないだとは言わないよ あれは,You wouldn't call it that.
21:16,また からかうつもりだな 高木さんめ！,She's teasing me again.
21:20,つないでないの？,We didn't?
21:22,つないで… ない,We did not.
21:25,じゃ 西片の勝ちは なしで,"You didn't win, then."
21:30,うわぁ　そういえば 河原に行く前 そんなこと…,"Oh, yeah, before we went to the river..."
21:33,つないでないんだよね？,We didn't hold hands?
21:35,つ… つないでないよ,We didn't.
21:38,そっか…,Okay.
21:44,（高木）じゃ 私 こっちだから （西片）う… うん,I'm going this way.
21:49,ありがとね,Thanks.
21:51,いや…,Well...
21:52,元はといえば 俺のせいだし,It was my fault anyway.
21:56,じゃあね,See you.
22:04,負けたと思ったのにな,I thought I lost.
22:14,つないでない… よな？,"I didn't hold her hand, right?"
