Time,Script,Translation
3:15,「会社」と聞くと、,"The word ""company"" conjures up images of a big, crowded place."
3:17,大きくて、人がたくさんいるイメージですよね。,"When you hear the word ""company,"" you think it is big and full of people, right?"
3:20,でも、いま会社の社員は3人しかいません。,"When you hear the word ""company,"" you think it is big and full of people, but there are only three employees."
3:24,という意味です。,But now there are only three employees in the company.
3:27,「料理ができるといっても、,"""Even though I can cook."
3:30,わたしが作れるのはカレーだけです。」,"""I can cook, but all I can make is curry."""
3:33,「料理ができる」と聞くと、,"""I can cook, but I can only make curry."
3:36,いろいろな料理が上手にできるイメージですよね。,"When you hear ""I can cook,"" you think of being able to cook a variety of dishes."
3:40,でも、作れるのはカレーだけです。,But all I can cook is curry.
3:44,「といっても」のあとには,"""But all I can make is curry."
3:47,「しかない」「だけ」「ほどではない」など,"There are many expressions after ""but"" such as ""only,"" ""only,"" and ""not as much."
3:52,イメージと違うことを言う表現がよく使われます。,"The second one is ""It's just a thing."
3:57,2つ目は「というものではない」です。,"The second one is ""it's not a thing."
4:05,動詞・イ形容詞・ナ形容詞・名詞に接続します。,"It is connected to verbs, adjectives, nouns, and adjectives."
4:11,意味は「もし何かがあっても、,"It means, ""If something happens to you."
4:15,必ず～なるとは言えない」です。,"If something happens, you can't say that it will necessarily happen."
4:21,たとえば、,For example.
4:23,「相手が好きだから結婚できるというものではない。」,"""You can't say that you will get married just because you like your partner."
4:29,好きな気持ちだけあれば、必ず結婚できますか？,Is liking someone enough to get married?
4:33,十分ですか？できるかもしれませんが、,"Is that enough? You may be able to, but..."
4:37,100％ではありませんよね。,But it's not 100%.
4:42,「JLPTの練習問題は一度やれば,"""You can't just do the JLPT practice questions once and be done with it."
4:44,それで終わりだというものではない。」,"""JLPT practice exams are not a one and done deal."
4:50,練習問題は、一回やったら、,"""JLPT practice exams are not a one and done deal."
4:53,それで100％終わりですか？十分ですか？,Is that 100% enough? Is it enough?
4:58,いいえ。復習したり、,"No, it is not. It is important to review and"
5:00,何度もやったりすることも大切です。,It's important to review and do them again and again.
5:04,「というものではない」は、,"The phrase ""it's not enough"" is used when something is not 100% enough."
5:07,何かがあっても、100％十分ではないとき使います。,"""Not enough"" is used when something is not 100% enough."
5:14,「頂上でとった写真、ある？」,"""Do you have a picture from the summit?"""
5:16,「うん、これ。」,"""Yeah, this one."""
5:17,「わー！すごいな！,"""Wow! That's amazing!"
5:20,富士山の頂上から見た景色といったら、,The view from the top of Mount Fuji...
5:23,思い出すだけで感動するでしょ？」,"Fuji, isn't it?"
5:26,「そうだね。」,"""Yes, it is."
5:27,「苦労したかいがあったというものだね。」,"""It's worth all the hard work."
5:31,会話の中で出てきたのは、こんな言葉でした。,The words that came out of the conversation were as follows.
5:36,「富士山の頂上から見た景色といったら、,"""Isn't the view from the top of Mt."
5:40,思い出すだけで感動するでしょ？」,"Fuji, don't you think?"""
5:44,「苦労したかいがあったというものだね。」,"""It's worth all the trouble."""
5:53,「という」の文法が使われていましたね。,"The grammar of ""said"" was used."
5:57,それぞれ、意味と用法をみていきましょう。,Let's take a look at the meaning and usage of each.
6:00,3つ目は、「といったら」です。,"The third one is ""toitara""."
6:04,名詞 + といったら,"Noun + ""when I say"
6:08,イ形容詞・ナ形容詞の場合、,In the case of a-adjectives and na-adjectives
6:11,「ことといったら」を使います。,"""The meaning is ""unusual."
6:14,意味は、「普通ではない」です。,"The meaning is ""unusual."
6:19,驚きや感動、悲しみなどの気持ちを,"It is used when you want to strongly express a feeling of surprise, emotion, sadness, etc."
6:23,強く表現したい時に使います。,"When you want to express a feeling of surprise, emotion, or sadness, use this word."
6:27,例えば、,For example.
6:29,「試合に負けた悔しさは…」ではなく,"For example, ""The regret of losing the game is..."" instead of ""The regret of losing the game is...""."
6:33,「試合に負けた悔しさといったら、,"For example, instead of ""The frustration of losing the game was..."", you can say, ""The frustration of losing the game was..."
6:42,とてもとても悔しい気持ちになったとき。,"When you feel very, very frustrated."
6:46,「雪景色の美しさは…」ではなく,"Instead of, ""The beauty of the snowy landscape is..."""
6:53,まるで映画みたいだ！」,"It's like a movie!"""
6:56,まるで映画みたいな、普通ではない,It's like a movie.
7:00,とても美しい景色だったとき。,When the scenery was very beautiful.
7:04,「といったら」は、このように,"The word ""itta"" is used to express strong feelings in this way."
7:07,強い気持ちを表現するときに使います。,It is used to express strong feelings.
7:10,会話では「試合に負けた悔しさといったら！」,"In a conversation, you might say, ""How frustrating it was to lose the game!"
7:17,後を省略することもあるので、,Sometimes the rest of the sentence is omitted.
7:20,そんな文を聞いたら,If you hear a sentence like that
7:22,強い気持ちを表現したいんだと思ってくださいね。,"If you hear a sentence like that, please assume that it means you want to express your strong feelings."
7:27,4つ目は、「というものだ」です。,"The fourth one is ""tono mono da""."
7:31,辞書形・ない形 + というものだ。,"The fourth is ""tono desu"" (meaning ""it's a thing"")."
7:36,意味は、「当たり前だ」です。,"The meaning is ""it's natural."
7:40,普通に考えたら、常識的に考えたら,"If you think about it in a normal way, if you think about it in a common sense way"
7:43,当然そうなる、というときに使います。,It is used when you think that it is natural.
7:48,例えば、,For example
7:49,「今日中にブラジルまで荷物を届けるなんて、,"""I can't believe they're going to deliver the package to Brazil today."
7:56,日本からブラジルまで、,It is impossible to deliver a package from Japan to Brazil today.
7:58,今日、荷物を届けることはできますか？,Is it possible to deliver a package from Japan to Brazil today?
8:02,常識的に考えて、無理なのは当たり前ですよね。,"Common sense tells us that it is impossible, doesn't it?"
8:08,「毎日怒られてばかりだと、,"""If you're always getting angry."
8:11,誰でも嫌になるというものだ」,"""If you're always getting angry, you're going to get sick of it."""
8:14,毎日怒られてばかりで、嬉しい人はいますか？,Is there anyone who is happy to be angry all the time?
8:20,普通に考えて、「誰でも嫌になる」のは当然ですよね。,It's natural for anyone to be disgusted by this.
8:26,このように、「常識的に考えたら、当然そうなる」,"In this way, when you want to say, ""If you think about it from a common sense point of view, it's natural."
8:31,と言いたい時「というものだ」を使います。,"When you want to say, ""If you think about it, it's natural."
8:36,「今度、登ってみたら？」,"""Why don't you try climbing it sometime?"
8:38,「登りたいといえば登りたいけど、,"""If I wanted to, I could, but..."
8:41,ちょっと体力が心配かも…。」,"I'd like to, but I'm a little worried about my fitness..."""
8:44,「じゃあ、今からトレーニングだね。」,"""So we'll start training now."
8:47,「そうだね。あ、トレーニングといえば、,"""That's right. Oh, speaking of training."
8:51,山田さんも最近ジムに通い始めたそうだよ。,"Speaking of training, I heard that Yamada-san has recently started going to the gym."
8:55,私も山田さんと一緒にがんばろうかな！」,I think I'll try my best together with you!
8:58,はい、この会話の中に,"Yes, in this conversation"
9:01,「といえば」が2つ出てきましたね。,"""Speaking of training, I heard that Yamada-san has recently started going to the gym."
9:05,「登りたいといえば登りたいけど…」,"""Speaking of climbing, I want to climb, but..."""
9:09,「トレーニングといえば山田さんも…」,"""Speaking of training, Yamada-san..."""
9:13,それぞれの意味をチェックしてみましょう！,Let's check out what each of them means!
9:17,「といえば」は、普通形 + といえば。,"""I'm sure you've heard of it."
9:23,動詞・イ形容詞・ナ形容詞・名詞に接続します。,"It connects to verbs, adjectives, nouns, and adjectives."
9:28,意味は、3つあります。,There are three meanings.
9:31,分かりやすくするために,For the sake of clarity
9:33,「といえば」の前を「A」うしろを「B」として,"""The first is ""A"" and the second is ""B""."
9:38,「AといえばB」としましょう。,"""The first is ""I heard that."
9:42,1つ目は「～と聞いて思い浮かべるのは…」です。,"The first one is ""What comes to mind when I hear the word '-' is...""."
9:48,例えば、,For example
9:49,「夏といえばかき氷だ。」,"""When I think of summer, I think of shaved ice."""
9:53,「オーストラリアといえば、,"When I think of Australia, I think of..."""
9:55,コアラとカンガルーが有名だ。」,"""Australia is famous for its koalas and kangaroos."
9:59,このように、皆さんがＡという言葉を聞いて,"When you hear the word ""A"" and immediately think of ""B"", you may not think of ""A""."
10:04,すぐにBをイメージするときに使います。,"When you hear the word ""A,"" you immediately think of ""B."
10:09,2つ目は「～という言葉から、別のテーマに移る」です。,"The second is ""to move from one word to another""."
10:16,例えば、,For example
10:17,「ドイツのお土産ですか？,"""Is this a souvenir from Germany?"
10:20,ドイツと言えば、佐藤さんが,"Speaking of Germany, Ms. Sato said"
10:23,来月、ドイツで会社を立ち上げるそうです」,I heard that Mr. Sato is going to start a company in Germany next month.
10:28,最初は「ドイツのお土産」について話していましたが,"At first, we were talking about ""souvenirs from Germany."
10:32,「ドイツと言えば」から「佐藤さんの会社」に,"""But then the conversation shifted from ""speaking of Germany"" to ""Sato-san's company."
10:36,話が移りましたね。このように、,"The conversation shifted from ""speaking of Germany"" to ""Sato-san's company. In this way."
10:40,Aという言葉を聞いて、全然違うテーマBを,"When you hear the word ""A"" and want to talk about a completely different topic"
10:45,話したい時に使います。,"When you hear the word ""A,"" and you want to talk about a completely different topic ""B,"" use this word."
10:49,会話の中に出てきた,When you hear the word
10:51,「トレーニングといえば、,"""Speaking of training."
10:53,山田さんも最近ジムに通い始めたそうだよ」は、,"When you hear the word ""training,"" you want to talk about something else."
11:01,「トレーニング」という言葉を聞いて、,"When you hear the word ""training,"" the conversation turns to"
11:04,「山田さん」の話題になりましたね。,"""If you want to change the subject of the conversation, you can use the following example."
11:07,会話の話題を変えたい時にとても便利な言葉です。,This is a very useful phrase when you want to change the topic of conversation.
11:13,3つ目は、「確かにAは正しいですが、でも…」です。,"The third one is ""A is certainly correct, but...""."
11:20,例えば、,For example.
11:21,「寒いといえば寒いが、まだ我慢できる」,"""It's cold, but it's still bearable."
11:27,たしかに寒いですが、まだ我慢できます、大丈夫です。,"Yes, it is cold, but I can still stand it."
11:33,「あの子、かわいいといえばかわいいけど、,"""She's cute when she's cute, but..."
11:36,ちょっと性格が悪いね」,"""She is cute, but she has a bad personality."
11:39,たしかにかわいいです。,"Yes, she is cute."
11:41,でも、ちょっと性格が悪いです。,"Yes, she is cute, but she has a bad personality."
11:45,この場合、AといえばA。,"In this case, A is A."
11:48,前の言葉とうしろの言葉は同じです。,The first word and the second word are the same.
11:54,会話の中に出てきた,It came up in the conversation.
11:56,「登りたいといえば登りたいけど、,"""'If I say I want to climb, I want to climb, but"
11:59,ちょっと体力が心配かも…。」は、,"But I'm a little worried about my physical strength..."" is the third usage."
12:03,3つ目の用法です。,This is the third use of the word.
12:05,「確かに登りたいですが、ちょっと体力が心配です…。」,"""I'd like to climb it, but I'm not sure if I'm strong enough..."""
12:11,会話でよく使われるので、,This is often used in conversations.
12:13,ぜひ覚えておいてくださいね。,"It is often used in conversation, so please keep it in mind."
12:16,今日は6つの「という」の文法を学びましたね。,"Today, we learned six different grammatical constructions of ""say""."
12:22,どれも気持ちを強調したり、話題を変えたりするのに,All of them are very useful to emphasize a feeling or to change the topic.
12:26,とても便利な表現でした。,They are all very useful to emphasize feelings or change the topic.
12:29,今日勉強した表現を、ぜひ会話で使ってみましょう。,Let's try to use the expressions we learned today in conversation.
12:33,Meshclassでは、オンラインでJLPTの勉強もできます。,"At Meshclass, you can also study for the JLPT online."
12:41,JLPTを習って、合格を目指しませんか。,Why don't you learn the JLPT and aim to pass it?
12:44,私たちと一緒に、日本語を勉強したいという方は、,"If you are interested in studying Japanese with us, please check out our"
12:49,コメントをぜひチェックしてくださいね。,Please check out the comments.
12:52,そして、この動画がいいと思ったら、,And if you think this video is good
12:54,いいねとチャンネル登録よろしくお願いします。,"If you like this video, please like it and subscribe to our channel."
12:57,それでは、また次の動画でお会いしましょう！,See you in the next video!
,やがて,
